ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Page Format Size,Marking Technology,Color Capability,Print Speed (ipm or mppm),Automatic Duplex Output Capable,Typical Electricity Consumption (TEC) (kWh/wk),Typical Electricity Consumption (TEC) (kWh/yr),Power in Sleep (Watts),Power in Standby (Watts),Default Delay Time to Sleep (minutes),Print/Copy Time from Ready State (s),Print/Copy Time from Sleep Mode (s),Print/Copy Time from Previous Job (s),Digital Front End (DFE) Manufacturer,DFE Model Number,DFE Typical Electricity Consumption (TEC) (kWh/wk),DFE Typical Electricity Consumption (TEC) (kWh/yr),DFE Ready State Power (Watts),DFE Sleep Mode Power (Watts),Functional Adders,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2261008,"Ricoh USA, Inc.",Ricoh,SP 4510SF TE,SP 4510SF TE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.3,,,1,5.4,24.6,24.6,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Touch Panel Display - Color",04/01/2016,02/29/2016,"United States, Canada",ES_20367_SP 4510SF TE_02292016143349_3150678
2261011,"Ricoh USA, Inc.",Ricoh,SP 4510SF LE,SP 4510SF LE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.3,,,1,5.4,24.6,24.6,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Touch Panel Display - Color",04/01/2016,02/29/2016,"United States, Canada",ES_20367_SP 4510SF LE_02292016143522_6812146
2261014,"Ricoh USA, Inc.",Ricoh,MP 401SPF TE,MP 401SPF TE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.3,,,1,5.4,24.6,24.6,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Touch Panel Display - Color",04/01/2016,02/29/2016,"United States, Canada",ES_20367_MP 401SPF TE_02292016143602_3503050
2261017,"Ricoh USA, Inc.",Ricoh,MP 401SPF LE,MP 401SPF LE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.3,,,1,5.4,24.6,24.6,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Touch Panel Display - Color",04/01/2016,02/29/2016,"United States, Canada",ES_20367_MP 401SPF LE_02292016143705_4531487
2261135,"Ricoh USA, Inc.",Ricoh,SP 4510DN TE,SP 4510DN TE,,Printers,Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.1,,,1,6.6,25.2,22.8,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, None",04/01/2016,03/01/2016,"United States, Canada",ES_20367_SP 4510DN TE_03012016195110_4154279
2261138,"Ricoh USA, Inc.",Ricoh,SP 4510DN LE,SP 4510DN LE,,Printers,Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.1,,,1,6.6,25.2,22.8,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, None",04/01/2016,03/01/2016,"United States, Canada",ES_20367_SP 4510DN LE_03012016195211_9328152
2261145,"Ricoh USA, Inc.",Ricoh,SP 4520DN TE,SP 4520DN TE,,Printers,Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.2,,,1,8.4,27.6,22.8,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Touch Panel Display - Color",04/01/2016,03/01/2016,"United States, Canada",ES_20367_SP 4520DN TE_03012016195926_6497373
2261148,"Ricoh USA, Inc.",Ricoh,SP 4520DN LE,SP 4520DN LE,,Printers,Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,91.2,,,1,8.4,27.6,22.8,,,,,,,"Wired > 500 MHz - 1 Gb/s Ethernet, Touch Panel Display - Color",04/01/2016,03/01/2016,"United States, Canada",ES_20367_SP 4520DN LE_03012016200109_8294029
2261287,"Ricoh USA, Inc.",Ricoh,MP 6503SP,MP 6503SP,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,65,Yes,4.9,253.3,,,1,7.8,27.6,27,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 6503SP_03032016094340_3899670
2261290,"Ricoh USA, Inc.",Ricoh,MP 7503SP,MP 7503SP,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,75,Yes,5.4,279.6,,,1,8.4,28.2,28.2,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 7503SP_03032016101345_5465345
2261294,"Ricoh USA, Inc.",Ricoh,MP 9003SP,MP 9003SP,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,90,Yes,12.5,647.4,,,15,9,253.8,218.4,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 9003SP_03032016102612_6388002
2261296,"Ricoh USA, Inc.",Ricoh,MP 501SPF,MP 501SPF,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,52,Yes,3,155.1,,,1,29.4,39,30,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",06/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 501SPF_03032016103331_8749901
2261299,"Ricoh USA, Inc.",Ricoh,MP 501SPFG,MP 501SPFG,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,52,Yes,3,155.1,,,1,29.4,39,30,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",10/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 501SPFG_03032016103508_1792820
2261302,"Ricoh USA, Inc.",Ricoh,MP 601SPF,MP 601SPF,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,62,Yes,3.8,198.1,,,1,8.4,64.8,37.2,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",06/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 601SPF_03032016103911_1817304
2265502,Riso Kagaku Corp.,RISO,SF9450U,SF9450U,,Digital Duplicators,Standard,Stencil,Monochrome,150,No,2.3,119.6,,,5,37.2,40.2,48,,,,,,,"None, None",09/30/2016,04/03/2016,"United States, Switzerland, Taiwan, Canada",ES_1043190_SF9450U_04282016094720_6840058
2285548,Riso Kagaku Corp.,RISO,ComColor GD7330,ComColor GD7330,,Printers,Standard,High Performance IJ,Color,130,Yes,6.4,332.8,,,55,7.8,39,10.2,,,,,,,"None, None",11/30/2016,07/07/2016,"United States, Switzerland, Taiwan, Canada",ES_1043190_ComColor GD7330_12072016003552_0952318
2285549,Riso Kagaku Corp.,RISO,ComColor GD9630,ComColor GD9630,,Printers,Standard,High Performance IJ,Color,160,Yes,7.2,374.4,,,55,7.8,39,10.2,,,,,,,"None, None",11/30/2016,07/07/2016,"United States, Switzerland, Taiwan, Canada",ES_1043190_ComColor GD9630_12072016011029_3029876
2302317,Riso Kagaku Corp.,RISO,SF9490U,SF9490U,,Digital Duplicators,Standard,Stencil,Monochrome,190,No,4.2,218.4,,,5,30,46.2,37.8,,,,,,,"None, None",12/01/2017,08/09/2017,"United States, Switzerland, Taiwan, Canada",ES_1043190_SF9490U_08212017042007_9207080
2302318,Riso Kagaku Corp.,RISO,MF9450U,MF9450U,,Digital Duplicators,Standard,Stencil,Color,150,No,3,156,,,5,30,52.2,46.2,,,,,,,"None, None",01/01/2018,08/09/2017,"United States, Switzerland, Taiwan, Canada",ES_1043190_MF9450U_08212017045427_1267392
2235620,Roland DG Corporation,Roland,Sign Maker,BN-20,,Printers,Large,Ink Jet (IJ),Color,1,No,,,4.14,0.01,30,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - USB 2.x, None",06/22/2011,06/03/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1110588_BN-20_04012015091314_9594122
2206726,Sato Corporation,SATO,CL4NX,CL4NX,,Printers,Small,Direct Thermal (DT),Monochrome,600,No,,,4.89,0.17,60,,,,,,,,,,"Wireless - WiFi,Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",03/24/2014,03/24/2014,"United States, Japan, Canada",ES_1127582_CL4NX_03242014094130_3440671
2233205,Sato Corporation,SATO,CL6NX,CL6NX,,Printers,Small,Direct Thermal (DT),Monochrome,600,No,,,3.98,0.2,60,,,,,,,,,,"Wireless - WiFi,Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",01/08/2015,01/08/2015,"United States, Japan, Canada",ES_1127582_CL6NX_02172015121332_3909585
2292840,Sato Corporation,SATO,WS408TT-LAN,WS408TT-LAN,"WS408TT-STD, WS412TT-LAN, WS412TT-STD, WS408TT-IEEE1284, WS412TT-IEEE1284,WS408TT-STD, WS412TT-LAN, WS412TT-STD, WS408TT-IEEE1284, WS412TT-IEEE1284,",Printers,Small,Direct Thermal (DT),Monochrome,60,No,,,,,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",03/01/2017,03/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1127582_WS408TT-LAN_03222017133841_8410794
2260773,Seiko Instruments Inc.,Seiko Instruments Inc.,RP-D10,RP-D10-W27J1-E,",RP-D10-K27J1-1,; ,RP-D10-K27J1-E,; ,RP-D10-K27J1-S,; ,RP-D10-K27J1-U,; ,RP-D10-K27J2-B,; ,RP-D10-W27J1-1,; ,RP-D10-W27J1-S,; ,RP-D10-W27J1-U,; ,RP-D10-W27J2-B,",Printers,Small,Direct Thermal (DT),Monochrome,15,No,,,,0.09,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/01/2014,02/19/2016,"United States, Canada",ES_1126028_RP-D10-W27J1-E_02192016141414_4879193
2193804,Seiko Instruments Inc.,SII,RP-D10,RP-D10,,Printers,Small,Direct Thermal (DT),Monochrome,2,No,,,,,0,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Memory",11/01/2013,11/01/2013,"United States, Canada",ES_1126028_RP-D10_11012013105903_9156429
2280673,Seiko Instruments Inc.,SII,MP-A40-B06JK1,MP-A40-B06JK1,,Printers,Small,Direct Thermal (DT),,11,No,,,0.4,0.1,0,,,,,,,,,,"Wireless - Other, None",09/16/2016,09/23/2016,"United States, Japan, Canada",ES_1126028_MP-A40-B06JK1_20169104153550_7026566
2280674,Seiko Instruments Inc.,SII,MP-A40-W06JK1U,MP-A40-W06JK1U,"MP-A40-W06JK1E,MP-A40-W06JK1E,; MP-A40-W06JK1J,MP-A40-W06JK1J,",Printers,Small,Direct Thermal (DT),,11,No,,,2.2,0.1,0,,,,,,,,,,"Wireless - Other, None",09/16/2016,09/23/2016,"United States, Japan, Canada",ES_1126028_MP-A40-W06JK1U_20169104154119_3144901
2332556,Seiko Instruments Inc.,SII,RP-F10,RP-F10-K27J1-3,"RP-F10,RP-F10-K27J1-2,; RP-F10,RP-F10-K27J1-4,; RP-F10,RP-F10-W27J1-2,; RP-F10,RP-F10-W27J1-3,; RP-F10,RP-F10-W27J1-4,; RP-G10,RP-G10-K27J1-S,; RP-G10,RP-G10-K27J1-U,",Printers,Small,Direct Thermal (DT),Monochrome,15,No,,,1.23,0,1,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",01/30/2019,01/30/2019,"United States, Japan, Canada",ES__RP-F10_01302019155520_3384234
2204886,"Shandong New Beiyang Information Technology Co., Ltd",SNBC,Receipt Printer,BTP-R180,,Printers,Small,Direct Thermal (DT),Monochrome,16,No,,,2.04,0,2,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",01/05/2017,02/19/2014,"United States, Switzerland, Taiwan, Japan, Canada",ES_1101033_BTP-R180_02212014113925_7092574
2211960,"Shandong New Beiyang Information Technology Co., Ltd",SNBC,Receipt Printer,BTP-M300,,Printers,Small,Impact,Monochrome,2,No,,,4.67,0.21,3,,,,None,None,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",05/01/2013,05/29/2013,United States,ES_1101033_BTP-M300_05282014143730_3458346
2230972,"Shandong New Beiyang Information Technology Co., Ltd",SNBC,Receipt Printer,BTP-R180II,,Printers,Small,Direct Thermal (DT),Monochrome,16,No,,,2,0,2,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet,Wired < 20 MHz - RS232, None",01/05/2017,01/08/2015,"United States, Canada",ES_1101033_BTP-R180II_01082015111216_1978421
2239639,"Shandong New Beiyang Information Technology Co., Ltd",SNBC,Receipt Printer,BTP-R980III,"Receipt Printer,BTP-R880NPV,; Receipt Printer,BTP-R981,; Receipt Printer,BTP-R982,",Printers,Small,Direct Thermal (DT),Monochrome,25,No,,,1.91,0.1,2,,,,,,,,,,"Wired < 20 MHz - RS232,Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/05/2017,05/05/2015,"United States, Canada",ES_1101033_BTP-R980III_05052015163351_9816245
2245834,"Shandong New Beiyang Information Technology Co., Ltd",SNBC,Receipt Printer,BTP-R681,"Receipt Printer,BTP-A86,; Receipt Printer,BTP-R681H,; Receipt Printer,BTP-R682,; Receipt Printer,BTP-R688,; Receipt Printer,BTP-V91,",Printers,Small,Direct Thermal (DT),Monochrome,25,No,,,2.02,0.1,2,,,,,,,,,,"Wired < 20 MHz - RS232,Wired > 20 MHz and < 500 MHz - USB 2.x, None",01/05/2017,07/02/2015,"United States, Canada",ES_1101033_BTP-R681_07022015141802_3908127
2296344,"Shandong New Beiyang Information Technology Co., Ltd",SNBC,BTP-S80,BTP-S80,",BTP-S80II,; ,BTP-S80III,; ,BTP-S80IV,; ,BTP-S81,; ,BTP-S82,",Printers,Small,Direct Thermal (DT),Monochrome,19,No,,,2.38,0.24,2,,,,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/15/2017,05/19/2017,"United States, Switzerland, Taiwan, Canada",ES_1101033_BTP-S80_05162017143541_5971032
2255224,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,M6203,M6203,",M6203W,; ,M6203We,; ,M6500,; ,M6500N,; ,M6500NW,; ,M6500NWe,; ,M6500W,; ,M6500We,; ,M6501,; ,M6501W,; ,M6502,; ,M6502N,; ,M6502NW,; ,M6502W,; ,M6502We,; ,M6503,; ,M6503N,; ,M6503NW,; ,M6503W,; ,M6503We,; ,M6504,; ,M6504N,; ,M6504NW,; ,M6504W,; ,M6505,; ,M6505N,; ,M6505NW,; ,M6505W,; ,M6506,; ,M6506N,; ,M6506NW,; ,M6506W,; ,M6507,; ,M6507N,; ,M6507NW,; ,M6507W,; ,M6507We,; ,M6508,; ,M6508N,; ,M6508NW,; ,M6508W,; ,M6509,; ,M6509W,; ,M6550,; ,M6550N,; ,M6550NW,; ,M6550NWe,; ,M6550W,; ,M6552,; ,M6552N,; ,M6552NW,; ,M6552NWe,; ,M6552W,; ,M6554,; ,M6554N,; ,M6554NW,; ,M6554W,; ,M6555,; ,M6555N,; ,M6556,; ,M6556N,; ,M6556NW,; ,M6556W,; ,M6557,; ,M6557N,; ,M6557NW,; ,M6557W,; ,M6557We,; ,M6558,; ,M6558N,; ,M6558NW,; ,M6558W,; ,M6559,; ,M6559N,; ,M6559NW,; ,M6559W,; ,M6600,; ,M6600N,; ,M6600NW,; ,M6600W,; ,M6601NW,; ,M6602,; ,M6602N,; ,M6602NW,; ,M6603,; ,M6603N,; ,M6603NW,; ,M6603W,; ,M6604,; ,M6604N,; ,M6604NW,; ,M6604W,; ,M6605,; ,M6605N,; ,M6605NW,; ,M6605W,; ,M6606,; ,M6606N,; ,M6606NW,; ,M6606W,; ,M6607,; ,M6607N,; ,M6607NW,; ,M6607W,; ,M6608,; ,M6608N,; ,M6608NW,; ,M6608W,; ,M6609,; ,M6609N,; ,M6609NW,; ,M6609W,; ,M6610,; ,M6610N,; ,M6610NW,; ,M6610W,",Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,22,No,1.3,69.4,,,1,19.8,22.8,22.2,,,,,,,"None, None",01/01/2015,12/17/2015,"United States, Switzerland, Taiwan, Canada",ES_1131531_M6203_12172015172610_2625543
2285252,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,Monochrome Laser Printer,P3010DW,",P3010D, P3012D, P3015D, P3016D, P3017D, P3018D, P3010DN, P3012DN, P3015DN, P3016DN, P3017DN, P3018DN, P3010DW, P3012DW, P3015DW, P3016DW, P3017DW, P3018DW,",Printers,Standard,Electro-photographic (EP),,30,No,,,,,5,,,,,,,,,,"None, None",10/28/2016,11/15/2016,"United States, Switzerland, Taiwan, Canada",ES_1131531_P3300DW_11222016111400_0000001
2285253,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,Monochrome Laser Printer,P3300DW,"Monochrome Laser Printer,P3300D, P3302D, P3305D, P3306D, P3307D, P3308D, P3300DN, P3302DN, P3305DN, P3306DN, P3307DN, P3308DN, P3300DW, P3302DW, P3305DW, P3306DW, P3307DW, P3308DW,",Printers,Standard,Electro-photographic (EP),,33,No,,,,,5,,,,,,,,,,"None, None",10/28/2016,11/18/2016,"United States, Switzerland, Taiwan, Canada",ES_1131531_P3300DW_12022016153600_0000001
2287386,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,M6700D,M6700D,",M6700DN,; ,M6700DW,; ,M6702D,; ,M6702DN,; ,M6702DW,; ,M6705D,; ,M6705DN,; ,M6705DW,; ,M6706D,; ,M6706DN,; ,M6706DW,; ,M6707D,; ,M6707DN,; ,M6707DW,; ,M6708D,; ,M6708DN,; ,M6708DW,",Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,30,No,1.2,62.4,,,1,24,25.8,25.8,,,,,,,"None, None",12/08/2016,12/29/2016,"United States, Switzerland, Taiwan, Canada",ES_1131531_M6700D_12282016165741_3305169
2287388,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,M7100D,M7100D,",M7100DN,; ,M7100DW,; ,M7102D,; ,M7102DN,; ,M7102DW,; ,M7105D,; ,M7105DN,; ,M7105DW,; ,M7106D,; ,M7106DN,; ,M7106DW,; ,M7107D,; ,M7107DN,; ,M7107DW,; ,M7108D,; ,M7108DN,; ,M7108DW,",Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,33,No,1.6,83.3,,,1,10.2,19.8,18,,,,,,,"None, None",12/08/2016,12/29/2016,"United States, Switzerland, Taiwan, Canada",ES_1131531_M7100D_12282016165401_210840
2287389,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,M6800FD,M6800FD,",M6800FDN,; ,M6800FDW,; ,M6802FD,; ,M6802FDN,; ,M6802FDW,; ,M6805FD,; ,M6805FDN,; ,M6805FDW,; ,M6806FD,; ,M6806FDN,; ,M6806FDW,; ,M6807FD,; ,M6807FDN,; ,M6807FDW,; ,M6808FD,; ,M6808FDN,; ,M6808FDW,",Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,30,No,1.5,80.5,,,1,21,28.2,31.2,,,,,,,"None, None",12/08/2016,12/29/2016,"United States, Switzerland, Taiwan, Canada",ES_1131531_M6800FD_12282016164908_4241907
2287391,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,M7200FD,M7200FD,",M7200FDN,; ,M7200FDW,; ,M7202FD,; ,M7202FDN,; ,M7202FDW,; ,M7205FD,; ,M7205FDN,; ,M7205FDW,; ,M7206FD,; ,M7206FDN,; ,M7206FDW,; ,M7207FD,; ,M7207FDN,; ,M7207FDW,; ,M7208FD,; ,M7208FDN,; ,M7208FDW,",Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,33,No,1.8,93.7,,,1,10.8,33,34.2,,,,,,,"None, None",12/08/2016,12/29/2016,"United States, Switzerland, Taiwan, Canada",ES_1131531_M7200FD_12252016142618_324365
2304211,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,M6602W,M6602W,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,20,No,1.1,56.3,,,1,19.8,27,22.8,,,,,,,"None, None",01/01/2015,09/25/2017,"United States, Switzerland, Taiwan, Canada",ES_1131531_M6602W_09072017113402_9483148
2333171,"Zhuhai Pantum Electronics Co.,Ltd",Pantum,Monochrome Laser Printer,P2500NW,"Monochrome Laser Printer,P2500,P2505,P2200,P2500N,P2505N,P2201,P2203,P2207,P2209,P2501,P2507,P2509,P2500W,P2502W,P2506W,P2502,P2504,P2506,P2508,P2501W,P2503W,P2504W,P2505W,P2507W,P2508W,P2509W,P2510W,P2512W,P2502N,P2508N,P2510N,P2512N,P2200W,P2206W,P2208W,P2500NW,",Printers,Standard,Electro-photographic (EP),Monochrome,22,No,0.9,46.8,,,1,360,900,900,,,,,,,"None, None",10/12/2018,10/26/2018,"United States, Switzerland, Taiwan, Canada",ES_1131531_P2500NW_10262018090800_0000001
2261305,"Ricoh USA, Inc.",Ricoh,MP 601SPFG,MP 601SPFG,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,62,Yes,3.8,198.1,,,1,8.4,64.8,37.2,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",10/01/2016,03/02/2016,"United States, Canada",ES_20367_MP 601SPFG_03032016104020_8146683
2261310,"Ricoh USA, Inc.",Ricoh,SP 5300DN,SP 5300DN,,Printers,Standard,Electro-photographic (EP),Monochrome,52,Yes,2.7,140.8,,,1,10.2,28.2,25.8,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/01/2016,03/02/2016,"United States, Canada",ES_20367_SP 5300DN_03032016104808_3467519
2261313,"Ricoh USA, Inc.",Ricoh,SP 5300DNG,SP 5300DNG,,Printers,Standard,Electro-photographic (EP),Monochrome,52,Yes,2.7,140.8,,,1,10.2,28.2,25.8,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",10/01/2016,03/02/2016,"United States, Canada",ES_20367_SP 5300DNG_03032016105059_8263005
2261318,"Ricoh USA, Inc.",Ricoh,SP 5310DN,SP 5310DN,,Printers,Standard,Electro-photographic (EP),Monochrome,62,Yes,3.3,170.9,,,1,33,31.8,24.6,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",06/01/2016,03/02/2016,"United States, Canada",ES_20367_SP 5310DN_03032016105545_5202007
2262448,"Ricoh USA, Inc.",Ricoh,MP C2004SP,MP C2004SP,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,20,Yes,0.7,37.8,,,1,10.8,18,18,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,03/16/2016,"United States, Canada",ES_20367_MP C2004SP_03162016142021_8357510
2262451,"Ricoh USA, Inc.",Ricoh,MP C2004SPG,MP C2004SPG,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,20,Yes,0.7,37.8,,,1,10.8,18,18,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,03/16/2016,"United States, Canada",ES_20367_MP C2004SPG_03162016142125_9966966
2262454,"Ricoh USA, Inc.",Ricoh,MP C2504SP,MP C2504SP,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,25,Yes,0.9,46.7,,,1,27.6,18,18,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,03/16/2016,"United States, Canada",ES_20367_MP C2504SP_03162016142645_8001418
2262457,"Ricoh USA, Inc.",Ricoh,MP C2504SPG,MP C2504SPG,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,25,Yes,0.9,46.7,,,1,27.6,18,18,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,03/16/2016,"United States, Canada",ES_20367_MP C2504SPG_03162016142748_2609091
2263674,"Ricoh USA, Inc.",Ricoh,SP C340DN,SP C340DN,,Printers,Standard,Electro-photographic (EP),Color,26,Yes,1.6,82.4,,,1,13.2,41.4,29.4,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",08/01/2016,03/29/2016,"United States, Canada",ES_20367_SP C340DN_04012016104729_4253842
2263677,"Ricoh USA, Inc.",Ricoh,SP C342DN,SP C342DN,,Printers,Standard,Electro-photographic (EP),Color,26,Yes,1.6,80.7,,,1,18,42,28.8,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",08/01/2016,03/29/2016,"United States, Canada",ES_20367_SP C342DN_04052016092101_7004347
2264014,"Ricoh USA, Inc.",Ricoh,SP 150w,SP 150w,,Printers,Standard,Electro-photographic (EP),Monochrome,22,Yes,0.8,39.1,,,1,10.2,22.8,21,,,,,,,"None, None",06/01/2016,04/11/2016,"United States, Canada",ES_20367_SP 150w_04132016105346_8127758
2264015,"Ricoh USA, Inc.",Ricoh,SP 150SUw,SP 150SUw,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,22,Yes,0.8,39.1,,,1,10.2,22.8,22.2,,,,,,,"None, None",06/01/2016,04/11/2016,"United States, Canada",ES_20367_SP 150SUw_04132016112224_9844588
2264016,"Ricoh USA, Inc.",Ricoh,MP 402SPF,MP 402SPF,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Monochrome,42,Yes,1.8,94.3,,,1,12,27,25.2,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, None",09/15/2016,09/26/2016,"United States, Canada",ES_20367_MP 402SPF_04132016114417_7006426
2264224,"Ricoh USA, Inc.",Ricoh,MP C3004SP TE,MP C3004SP TE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,30,Yes,1.2,60.9,,,1,11.4,17.4,18,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,04/13/2016,"United States, Canada",ES_20367_MP C3004SP TE_04142016152509_4350796
2264247,"Ricoh USA, Inc.",Ricoh,MP C3504SP TE,MP C3504SP TE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,35,Yes,1.3,70,,,1,11.4,17.4,18.6,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,04/14/2016,"United States, Canada",ES_20367_MP C3504SP TE_04142016203552_9466168
2264250,"Ricoh USA, Inc.",Ricoh,MP C4504SP TE,MP C4504SP TE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,45,Yes,1.8,93.1,,,1,13.8,19.2,18,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,04/14/2016,"United States, Canada",ES_20367_MP C4504SP TE_04142016204309_6818189
2264253,"Ricoh USA, Inc.",Ricoh,MP C6004SP TE,MP C6004SP TE,,Multifunction Devices (MFD),Standard,Electro-photographic (EP),Color,60,Yes,2.8,143.2,,,1,19.8,18,16.8,,,,,,,"Wired > 20 MHz and < 500 MHz - 100/10 Mb/s Ethernet, Touch Panel Display - Color",08/01/2016,04/14/2016,"United States, Canada",ES_20367_MP C6004SP TE_04142016205324_4166212
