ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Initial Solar Reflectance,Solar Reflectance after 3 years,Initial Emissivity,Low Slope?,Steep Slope?,Roof Cleaned Prior to 3rd Year Test,Warranty Period (yrs),Date Available On Market,Date Qualified,Markets,CB Model Identifier
2298166,AkzoNobel,CERAM-A-STAR&reg; 1050,CLAY,XH3G41216,,Coating,0.32,0.32,0.83,No,Yes,No,40,04/09/2006,06/22/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222017000000_0008744
2298167,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,T-TONE,KH1Y38196,,Coating,0.32,0.31,0.83,No,Yes,No,35,10/20/2009,06/22/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222017000000_0008781
2298168,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GREEN,XG3G45031,,Coating,0.32,0.32,0.83,No,Yes,No,40,10/30/2005,06/22/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222017000000_0008800
2298169,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,GREEN,XG3Y47426,,Coating,0.32,0.32,0.83,No,Yes,No,40,10/14/2008,06/22/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222017000000_0008802
2268926,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Raffia Brown,XH3Y55107,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007640
2268927,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Light Stone,XH3Y43424,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007641
2268928,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bone White,XW3Y46783,,Coating,0.55,0.54,0.83,No,Yes,No,40,07/16/2008,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007642
2268929,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G42385,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007643
2268931,AkzoNobel,CERAM-A-STAR&reg; 1050,Light Stone,XH3G41443,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007644
2268932,AkzoNobel,CERAM-A-STAR&reg; 1050,Light Stone,XH3G41825,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007645
2268933,AkzoNobel,CERAM-A-STAR&reg; 1050,Bright White,XW3G41832,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007646
2268934,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3G42226,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007647
2268936,AkzoNobel,CERAM-A-STAR&reg; 1050,Polar White,XW3G43293,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007648
2268937,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bone White,XW3Y44515,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007649
2268939,AkzoNobel,CERAM-A-STAR&reg; 1050,Ivory,XH3G43433,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007650
2268940,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Light Stone,XH3Y44428,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007651
2268941,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Ivory,XH3Y44427,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007652
2268942,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Sandstone,XT4Y42638,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007653
2268943,AkzoNobel,CERAM-A-STAR&reg; 1050,Bone White,XW3G42643,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/03/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6032016000000_0007654
2269215,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G42914,,Coating,0.35,0.35,0.75,No,Yes,No,40,02/06/2007,06/07/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6072016000000_0007685
2269216,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Light Stone,XH3Y41142,,Coating,0.35,0.35,0.75,No,Yes,No,40,01/20/2016,06/07/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6072016000000_0007689
2270154,AkzoNobel,CERAM-A-STAR&reg; 1050,Golden Rod,XD3G40880,,Coating,0.35,0.35,0.75,No,Yes,No,40,12/20/2005,06/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202016000000_0007704
2270155,AkzoNobel,CERAM-A-STAR&reg; 1050,Sand Gold,XD3G42858,,Coating,0.35,0.35,0.75,No,Yes,No,40,05/25/2006,06/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202016000000_0007708
2270157,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Light Stone,XHY3G46256,,Coating,0.35,0.35,0.75,No,Yes,No,40,08/08/2008,06/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202016000000_0007709
2270160,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Lightstone,XH3G49794,,Coating,0.35,0.35,0.83,No,Yes,No,40,03/19/2010,06/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202016000000_0007686
2270161,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Gray,XA3G42221,,Coating,0.35,0.35,0.83,No,Yes,No,40,10/23/2006,06/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202016000000_0007711
2270162,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Pinewood,XH3Y40718,,Coating,0.35,0.35,0.83,No,Yes,No,40,04/27/2008,06/20/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6202016000000_0007690
2270214,AkzoNobel,CERAM-A-STAR&reg; 1050,Sierra White,XW3G43403,,Coating,0.35,0.35,0.83,No,Yes,No,40,08/28/2006,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212016000000_0007672
2270218,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G40861,,Coating,0.35,0.35,0.75,No,Yes,No,40,10/27/2005,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212016000000_0007665
2270231,AkzoNobel,CERAM-A-STAR&reg; 1050,Ivory Beige,XH3G40855,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/10/2006,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212016000000_0007655
2270233,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Spanish Gold,XD3G41954,,Coating,0.32,0.32,0.83,No,Yes,No,40,02/19/2008,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212016000000_0007679
2270241,AkzoNobel,CERAM-A-STAR&reg; 1050,Polar White,XW3G40863,,Coating,0.55,0.54,0.83,No,Yes,No,40,10/23/2005,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212016000000_0007656
2270278,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3G41214,,Coating,0.55,0.54,0.83,No,Yes,No,40,10/27/2005,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007657
2270279,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bone White,XW5Y44259,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2005,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007658
2270280,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Pebble Beige,XH4Y42634,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2005,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007659
2270315,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Light Stone,XH3Y46872,,Coating,0.55,0.54,0.83,No,Yes,No,40,07/09/2008,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007664
2270316,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Polar White,XW3Y45197,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2007,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007663
2270318,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41211,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/09/2006,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007666
2270381,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41213,,Coating,0.55,0.54,0.83,No,Yes,No,40,10/27/2005,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007667
2270387,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41893,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/09/2005,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007668
2270388,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41894,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/09/2006,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007669
2270397,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Ash Gray,XA3Y40711,,Coating,0.35,0.35,0.83,No,Yes,No,40,01/01/1997,06/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6212016000000_0007678
2270416,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Lightstone CC&reg;,XH3Y45199,,Coating,0.55,0.54,0.83,No,Yes,No,40,05/19/2006,06/22/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6222016000000_0007660
2270470,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3Y41600,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/06/2007,06/23/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6232016000000_0007670
2270545,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3G41885,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/24/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6242016000000_0007671
2270548,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3Y41356,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/24/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6242016000000_0007673
2270746,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3Y41374,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007674
2270747,AkzoNobel,CERAM-A-STAR&reg; 1050,White,XW3Y42034,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/11/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007675
2270748,AkzoNobel,CERAM-A-STAR&reg; 1050,Sand Gold,XD3G41330,,Coating,0.55,0.54,0.83,No,Yes,No,40,11/16/2005,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007676
2270749,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Egyptian White CC&reg;,XH3G42472,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/12/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007677
2270750,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Ivory,XH3Y40716,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/25/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007688
2270751,AkzoNobel,CERAM-A-STAR&reg; 1050,Light Stone,XR3G41443,,Coating,0.55,0.54,0.83,No,Yes,No,40,12/07/2005,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007710
2270752,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Aztec Gold,XD3Y44944,,Coating,0.55,0.54,0.83,No,Yes,No,40,04/07/2011,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007680
2270753,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Spanish Gold,XD3Y48851,,Coating,0.55,0.54,0.83,No,Yes,No,40,02/28/2013,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007681
2270754,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41450,,Coating,0.55,0.54,0.83,No,Yes,No,40,10/01/2005,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007682
2270755,AkzoNobel,CERAM-A-STAR&reg; 1050,Lightstone,XH3G41454,,Coating,0.55,0.54,0.83,No,Yes,No,40,03/31/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007683
2270756,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3G41824,,Coating,0.55,0.54,0.83,No,Yes,No,40,03/02/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007684
2270757,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Stone,XH3Y44074,,Coating,0.55,0.54,0.83,No,Yes,No,40,03/27/2008,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007691
2270761,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Almond,XH3Y44075,,Coating,0.55,0.54,0.83,No,Yes,No,40,05/06/2008,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007692
2270762,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Lightstone,XH3Y45569,,Coating,0.55,0.54,0.83,No,Yes,No,40,02/04/2008,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007694
2270769,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Lightstone,XH3Y46047,,Coating,0.55,0.54,0.83,No,Yes,No,40,02/18/2008,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007695
2270770,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Ivory,XH3Y46055,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/14/2008,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007696
2270772,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,White,XW3G42518,,Coating,0.55,0.54,0.83,No,Yes,No,40,03/15/2012,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007697
2270773,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Ivory,XW3Y44956,,Coating,0.55,0.54,0.83,No,Yes,No,40,09/07/2007,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007698
2270781,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Sandstone,XT4Y42737,,Coating,0.55,0.54,0.83,No,Yes,No,40,01/01/2005,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007699
2270802,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Bright White,XW3Y45566,,Coating,0.55,0.54,0.83,No,Yes,No,40,02/04/2008,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007700
2270803,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,White,XW3G42861,,Coating,0.55,0.54,0.83,No,Yes,No,40,03/01/2007,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007701
2270804,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Light Stone,XH3Y49083,,Coating,0.55,0.54,0.83,No,Yes,No,40,10/30/2005,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007702
2270908,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Ivory,XH3Y44292,,Coating,0.55,0.54,0.83,No,Yes,No,40,02/22/2007,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0006174
2270911,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY,Ivory,XH3Y49093,,Coating,0.55,0.54,0.83,No,Yes,No,40,10/30/2009,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007705
2270912,AkzoNobel,CERAM-A-STAR&reg; 1050,Bone White,XW3G42058,,Coating,0.55,0.54,0.83,No,Yes,No,40,02/24/2006,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_6272016000000_0007707
2279615,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Rawhide Tan,XT4Y42637,,Coating,0.45,0.45,0.83,No,Yes,No,40,01/22/2005,09/19/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_9192016000000_0008123
2279815,AkzoNobel,CERAM-A-STAR&reg; 1050,Tan,XT3G41452,,Coating,0.32,0.32,0.83,No,Yes,No,40,10/01/2005,09/21/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_9212016000000_0008140
2279824,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Sahara Tan,XT3Y43425,,Coating,0.45,0.45,0.83,No,Yes,No,40,01/01/2007,09/19/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_9192016000000_0008122
2280606,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Tan,XT3Y51922,,Coating,0.32,0.32,0.83,No,Yes,No,40,02/02/2011,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008128
2280607,AkzoNobel,CERAM-A-STAR&reg; 1050,Hickory Moss,XH3G40876,,Coating,0.32,0.32,0.83,No,Yes,No,40,11/11/2005,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008145
2280636,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Beige,XH3Y41130,,Coating,0.32,0.32,0.83,No,Yes,No,40,05/09/2006,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008136
2280637,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Clay,XH3Y44080,,Coating,0.32,0.32,0.83,No,Yes,No,40,04/09/2008,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008138
2280638,AkzoNobel,CERAM-A-STAR&reg; 1050,Clay,XH3G42468,,Coating,0.32,0.32,0.83,No,Yes,No,40,01/01/2007,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008143
2280661,AkzoNobel,CERAM-A-STAR&reg; 1050,Tan,XT3G41215,,Coating,0.32,0.32,0.83,No,Yes,No,40,10/31/2005,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008134
2280675,AkzoNobel,CERAM-A-STAR&reg; 1050,Sahara Tan,XT3G41329,,Coating,0.32,0.32,0.83,No,Yes,No,40,11/04/2005,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008135
2280676,AkzoNobel,CERAM-A-STAR&reg; 1050,Tan,XT3G41831,,Coating,0.32,0.32,0.83,No,Yes,No,40,01/26/2006,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008141
2280677,AkzoNobel,CERAM-A-STAR&reg; 1050,Desert Sand,XT3G41336,,Coating,0.32,0.32,0.83,No,Yes,No,40,03/11/2013,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008146
2280678,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Tan,XT3G49799,,Coating,0.32,0.32,0.83,No,Yes,No,40,04/01/2009,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008142
2280682,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Tan,XT3Y45576,,Coating,0.32,0.32,0.83,No,Yes,No,40,08/06/2009,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008126
2280683,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Sahara Tan,XT3Y46051,,Coating,0.32,0.32,0.83,No,Yes,No,40,01/14/2008,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008127
2280684,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Saddle Tan,XT3Y52007,,Coating,0.32,0.32,0.83,No,Yes,No,40,01/01/2010,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10042016000000_0008132
2280690,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Desert Tan,XT3Y49092,,Coating,0.32,0.32,0.83,No,Yes,No,40,12/05/2009,10/05/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10052016000000_0008147
2280824,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Tan,XT3Y48849,,Coating,0.32,0.32,0.83,No,Yes,No,40,11/23/2009,10/05/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10052016000000_0008139
2280847,AkzoNobel,CERAM-A-STAR&reg; 1050,Tan,XT3Y44383,,Coating,0.45,0.45,0.83,No,Yes,No,40,08/22/2008,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008124
2280848,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Carlsbad Canyon,XH3Y49096,,Coating,0.45,0.45,0.83,No,Yes,No,40,10/09/2009,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008125
2280852,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Mocha Tan,XT3Y49082,,Coating,0.45,0.45,0.83,No,Yes,No,40,10/30/2005,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008130
2280853,AkzoNobel,CERAM-A-STAR&reg; 1050,Rawhide,XH3G42258,,Coating,0.35,0.35,0.75,No,Yes,No,40,10/30/2005,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008144
2280858,AkzoNobel,CERAM-A-STAR&reg; 1050,Tan,XT3G42278,,Coating,0.45,0.45,0.83,No,Yes,No,40,04/10/2006,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008131
2280865,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Desert Beige,XH3Y48677,,Coating,0.45,0.45,0.83,No,Yes,No,40,08/01/2009,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008137
2280867,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Beige,XH3Y46785,,Coating,0.32,0.32,0.83,No,Yes,No,40,10/13/2008,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008129
2280868,AkzoNobel,CERAM-A-STAR&reg; 1050,Beige,XH3Y41142A,,Coating,0.35,0.35,0.75,No,Yes,No,40,10/25/2005,10/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1019374_10062016000000_0008133
2297464,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,BLACK,KB1Y49139,,Coating,0.25,0.24,0.83,No,Yes,No,35,07/17/2009,06/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6122017000000_0008702
2297465,AkzoNobel,TRINAR&reg; COOL CHEMISTRY&reg;,Black,KB1Y45380,,Coating,0.25,0.24,0.83,No,Yes,No,35,06/19/2008,06/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6122017000000_0008841
2297466,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Cocoa Brown,XN3Y43423,,Coating,0.32,0.32,0.83,No,Yes,No,40,11/06/2006,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6132017000000_0008911
2297467,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Antique Bronze,XS3Y47576,,Coating,0.32,0.32,0.83,No,Yes,No,40,01/22/2009,06/13/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6132017000000_0008912
2297468,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Burnished Slate,XN3Y43422,,Coating,0.25,0.25,0.83,No,Yes,No,40,11/06/2006,06/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6132017000000_0008913
2297469,AkzoNobel,CERAM-A-STAR&reg; 1050 COOL CHEMISTRY&reg;,Hawaiian Blue,XL3Y43415,,Coating,0.32,0.34,0.83,No,Yes,No,40,01/01/2007,06/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1122435_6122017000000_0008915
