ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Product Form Factor,Number of glass doors,Number of solid doors,Total Number of Doors,Door Opening Orientation,Number of Internal Ports and/or Access Holes,Number of Drawers or Shelves,Defrost Type,Refrigerant Type,Refrigerant Type Other,Total Volume (cubic feet),Average Test Cabinet  (ºC),Peak Temperature Variance (ºC),Lab Grade Refrigerator or Freezer Energy Consumption (kWh/day),Ultra-Low Temperature Freezer Energy Consumption (kWh/day/cu-ft),Steady State Energy Consumption (kWh/day),Maximum Daily Energy Allowance (kWh/day),Depth (in),Height,Width,Installed Accessories,Date Available on Market,Date Qualified,Markets,ENERGY STAR Model Identifier
2326837,Standex Scientific Solutions,Nor-Lake Scientific,White Diamond Series,PF051WWWLH/0M,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 44",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PF051WWWLH/0M_10032018202408_8248622
2326838,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0420,PH-ABT-HC-UCBI-0420,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 7",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0420_10022018210237_4157684
2326839,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0420-ADA,PH-ABT-HC-UCBI-0420-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 9",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0420-ADA_10022018210539_4339709
2326840,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0420-ADA-LH,PH-ABT-HC-UCBI-0420-ADA-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 10",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0420-ADA-LH_10022018210641_4401340
2326841,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420,PH-ABT-HC-UCBI-0420-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 8",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0420-LH_10022018210319_4199534
2326842,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0420SS,PH-ABT-HC-UCBI-0420SS,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 11",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0420SS_10022018210747_4467534
2326843,Standex Scientific Solutions,American BioTech Supply,PH-ABT-HC-UCBI-0420SS-LH,PH-ABT-HC-UCBI-0420SS-LH,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 12",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-ABT-HC-UCBI-0420SS-LH_10022018212049_5249298
2326844,Standex Scientific Solutions,Lab Research Products,Plus Series,PH-LRP-HC-UCBI-0420,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 25",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-LRP-HC-UCBI-0420_10032018163933_4773866
2326845,Standex Scientific Solutions,Lab Research Products,Plus Series,PH-LRP-HC-UCBI-0420-ADA,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 27",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_PH-LRP-HC-UCBI-0420-ADA_10032018164121_4881692
2320347,Desmon Spa,Desmon,DS-PGH14S,DS-PGH14SSSPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Sliding,0,8,Automatic,R-290,,47.31,3.49,3.4,3.81,,7.09,7.6,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH14SSSPCBHE-A_05152018004602_5162563
2320348,Desmon Spa,Desmon,LABCR49CF-PG,LABCR49CF-PG,,High Performance Refrigerator,Upright,2,0,2,Swinging,0,8,Automatic,R-290,,47.31,3.49,3.4,3.81,,7.09,7.6,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_MH49PA-GA_05152018004324_5004123
2320349,Desmon Spa,Desmon,DS-PSM04G,DS-PSM04GBBPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,11.85,3.49,4.4,3.04,,2.91,5.68,21.25,68.89,23.62,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PSM04GBBPCBHE-A_05142018231937_9977646
2320350,Desmon Spa,Desmon,LABR12CF-PG,LABR12CF-PG,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,11.85,3.49,4.4,3.04,,2.91,5.68,21.25,68.89,23.62,None,05/15/2018,05/14/2018,United States,ES_1141281_MR12PA-GA_05142018231709_9829890
2320351,Desmon Spa,Desmon,DS-PGM07C,DS-PGM07CSSPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,21.8,3.77,3.6,3.85,,3.71,7.5,31.49,79.13,28.34,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM07CSSPCBHE-A_05142018233824_1104292
2320352,Desmon Spa,Desmon,DS-PGM07G,DS-PGM07GBBPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,21.8,3.77,3.6,3.85,,3.71,7.5,31.49,79.13,28.34,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM07GBBPCBHE-A_05142018234007_1207031
2320353,Desmon Spa,Desmon,LABR25CF-SG,LABR25CF-SG,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,21.8,3.77,3.6,3.85,,3.71,7.5,31.49,79.13,28.34,None,05/15/2018,05/14/2018,United States,ES_1141281_MR25SS-GA_05142018233530_0930680
2320355,Desmon Spa,Desmon,DS-PGH09G,DS-PGH09GBBPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH09GBBPCBHE-A_05142018235715_2235708
2320356,Desmon Spa,Desmon,DS-PGH09G,DS-PGH09GSSPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH09GSSPCBHE-A_05142018235801_2281568
2320357,Desmon Spa,Desmon,DS-PGM09C,DS-PGM09CBBPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM09CBBPCBHE-A_05142018235312_1992992
2320358,Desmon Spa,Desmon,DS-PGM09C,DS-PGM09CSSPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM09CSSPCBHE-A_05142018235425_2065208
2320359,Desmon Spa,Desmon,DS-PGM09G,DS-PGM09GBBPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM09GBBPCBHE-A_05142018235349_2029763
2320360,Desmon Spa,Desmon,DS-PGM09G,DS-PGM09GSSPCBHE-A,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM09GSSPCBHE-A_05142018235610_2170561
2320361,Desmon Spa,Desmon,LABR30CF-PG,LABR30CF-PG,,High Performance Refrigerator,Upright,1,0,1,Swinging,0,4,Automatic,R-290,,32.28,3.73,4.5,2.77,,1.69,9.22,37.4,81.1,32.28,None,05/15/2018,05/14/2018,United States,ES_1141281_MR30PA-GA_05142018235234_1954944
2320362,Desmon Spa,Desmon,DS-PGM14S,DS-PGM14SBBPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Sliding,0,8,Automatic,R-290,,47.09,3.83,3.6,4.93,,4.76,11.39,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM14SBBPCBHE-A_05152018001659_3419987
2320363,Desmon Spa,Desmon,DS-PGM14S,DS-PGM14SSSPCBHE-A,,High Performance Refrigerator,Upright,2,0,2,Sliding,0,8,Automatic,R-290,,47.09,3.83,3.6,4.93,,4.76,11.39,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM14SSSPCBHE-A_05152018001735_3455353
2320364,Desmon Spa,Desmon,LABR45CF-PG,LABR45CF-PG,,High Performance Refrigerator,Upright,2,0,2,Sliding,0,8,Automatic,R-290,,47.09,3.83,3.6,4.93,,4.76,11.39,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_MR45PA-GA_05152018001808_3488903
2320366,Desmon Spa,Desmon,DS-PGB14C,DS-PGB14CSSPCBHE-A,,High Performance Freezer,Upright,0,2,2,Swinging,0,8,Automatic,R-290,,47.31,-20.54,7.1,7.39,,6.78,22.79,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGB14CSSPCBHE-A_05152018013754_8274119
2320367,Desmon Spa,Desmon,LABF49CF-SS,LABF49CF-SS,,High Performance Freezer,Upright,0,2,2,Swinging,0,8,Automatic,R-290,,47.31,-20.54,7.1,7.39,,6.78,22.79,31.49,79.13,56.69,None,05/15/2018,05/14/2018,United States,ES_1141281_MF49SS-SA_05152018013707_8227950
2320368,Desmon Spa,Desmon,DS-PGH21G,DS-PGH21GBBPCBHE-A,,High Performance Refrigerator,Upright,3,0,3,Swinging,0,12,Automatic,R-290,,72.94,3.49,3.5,8.67,,8.32,11.62,31.49,79.13,85.03,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH21GBBPCBHE-A_05152018012144_7304068
2320369,Desmon Spa,Desmon,DS-PGH21G,DS-PGH21GSSPCBHE-A,,High Performance Refrigerator,Upright,3,0,3,Swinging,0,12,Automatic,R-290,,72.94,3.49,3.5,8.67,,8.32,11.62,31.49,79.13,85.03,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGH21GSSPCBHE-A_05152018012233_7353056
2320370,Desmon Spa,Desmon,DS-PGM21G,DS-PGM21GBBPCBHE-A,,High Performance Refrigerator,Upright,3,0,3,Swinging,0,12,Automatic,R-290,,72.94,3.49,3.5,8.67,,8.32,11.62,31.49,79.13,85.03,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM21GBBPCBHE-A_05152018012008_7208968
2320371,Desmon Spa,Desmon,DS-PGM21G,DS-PGM21GSSPCBHE-A,,High Performance Refrigerator,Upright,3,0,3,Swinging,0,12,Automatic,R-290,,72.94,3.49,3.5,8.67,,8.32,11.62,31.49,79.13,85.03,None,05/15/2018,05/14/2018,United States,ES_1141281_DS-PGM21GSSPCBHE-A_05152018012056_7256081
2320372,Desmon Spa,Desmon,LABR72CF-PG,LABR72CF-PG,,High Performance Refrigerator,Upright,3,0,3,Swinging,0,12,Automatic,R-290,,72.94,3.49,3.5,8.67,,8.32,11.62,31.49,79.13,85.03,None,05/15/2018,05/14/2018,United States,ES_1141281_MR72PA-GA_05152018011919_7159815
2321349,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L578J,DW-86L578J,",,120V",Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R170,20.44,,17.07,,0.39,,,37.25,78,31.5,Chart recorder,04/26/2018,06/15/2018,"United States, Canada",ES_1141959_DW-86L578J_06152018172222_3342273
2321350,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L578J(220V),DW-86L578J(220V),",,220-240V, 50Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R170,20.55,,17.07,,0.37,,,37.25,78,31.5,Chart recorder,09/30/2017,06/15/2018,"United States, Canada",ES_1141959_DW-86L578J(220V)_06152018172208_3328763
2321351,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L728J(220V),DW-86L728J(220V),",,220-240V, 50Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R170,25.32,,21.18,,0.42,,,37.25,78,37.5,Chart recorder,06/30/2014,06/15/2018,"United States, Canada",ES_1141959_DW-86L728J(220V)_06152018172622_3582905
2321352,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L828J(220V),DW-86L828J(220V),",,220-240V, 50Hz",Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R170,28.75,,11.63,,0.38,,,37.25,78,41.5,Chart recorder,06/30/2015,06/15/2018,"United States, Canada",ES_1141959_DW-86L828J(220V)_06152018172850_3730424
2322054,Thermo Fisher Scientific LLC,Thermo Fisher Scientific,TSX Series,TSX50086D,,Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R-170,24.49,,12.67,,0.43,,,35.87,77.87,34,Water Cooled Option,07/31/2017,06/28/2018,"United States, Canada",ES_1075790_TSX50086D_06282018210003_9603392
2322055,Thermo Fisher Scientific LLC,Thermo Fisher Scientific,TSX Series,TSX50086V,,Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R-170,24.49,,12.67,,0.43,,,35.87,77.87,34,Water Cooled Option,07/31/2017,06/28/2018,"United States, Canada",ES_1075790_TSX50086V_06282018211025_0226050
2322056,Thermo Fisher Scientific LLC,Thermo Fisher Scientific,TSX Series,TSX60086D,,Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R-170,29.93,,13.95,,0.34,,,35.87,77.62,39.62,Water Cooled Option,07/31/2017,06/28/2018,"United States, Canada",ES_1075790_TSX60086D_07022018144504_2704780
2322057,Thermo Fisher Scientific LLC,Thermo Fisher Scientific,TSX Series,TSX60086V,,Ultra-Low Temperature Freezer,Upright,0,1,1,"Swinging,Right",2,4,Manual,R-290,R-170,29.93,,13.95,,0.34,,,35.87,77.62,39.62,Water Cooled Option,07/31/2017,06/28/2018,"United States, Canada",ES_1075790_TSX60086V_07022018144532_2732259
2322951,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0420,ABT-HC-UCBI-0420,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0420_07182018174450_5890804
2322952,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0420-S-P,HS-HC-UND-F-0420-S-P,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,4.02,-20.16,7.25,0.97,,0.92,10.36,23,33.63,23.25,"Door Lock, Temperature Monitor, 13",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0420-S-P_07182018174512_5912212
2322960,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCFS-0504G,ABT-HC-UCFS-0504G,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-600a,,4.35,3.94,4.76,1.15,,1.11,4.3,23.5,32.25,23.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_ABT-HC-UCFS-0504G_07182018181317_7597210
2322961,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0504-G-P,HS-HC-UND-R-0504-G-P,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-600a,,4.35,3.94,4.76,1.15,,1.11,4.3,23.5,32.25,23.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0504-G-P_07182018181334_7614785
2322962,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCFS-0204,ABT-HC-UCFS-0204,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Manual,R-600a,,2.09,3.63,4.73,0.58,,0.55,3.88,18,28.57,17.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_ABT-HC-UCFS-0204_07182018182709_8429497
2322963,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0204-S-P,HS-HC-UND-R-0204-S-P,"HS-HC-UND-R-0204-G-P,HS-HC-UND-R-0204-G-P,",High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,4,Manual,R-600a,,2.09,3.63,4.73,0.58,,0.55,3.88,18,28.57,17.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0204-S-P_07182018182727_8447438
2322964,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCBI-0404,ABT-HC-UCBI-0404,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 74",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCBI-0404_07182018184424_9464294
2322965,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0404-S-P,HS-HC-UND-R-0404-S-P,,General Purpose Refrigerator,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,3.56,3.91,6.21,1.15,,1.1,2.44,23.25,32.25,23.25,"Door Lock, Temperature Monitor, 90",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0404-S-P_07182018184441_9481462
2322969,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCFS-0430,ABT-HC-UCFS-0430,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,4,Manual,R-290,,3.6,-30.1,9.86,1.34,,1.25,10.32,23.25,32.25,23.25,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_ABT-HC-UCFS-0430_07182018194641_3201757
2322970,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0530-S-P,HS-HC-UND-F-0530-S-P,"HS-HC-UND-F-0540-S-P,HS-HC-UND-F-0540-S-P,",High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,4,Manual,R-290,,3.6,-30.1,9.86,1.34,,1.25,10.32,23.25,32.25,23.25,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0530-S-P_07182018194657_3217435
2322977,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCFS-0120,ABT-HC-UCFS-0120,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,1.76,-19.31,6.69,0.75,,0.72,10.16,23.5,20.5,23.5,"Door Lock, Temperature Monitor, 150",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCFS-0120_07182018200507_4307052
2322978,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0120-S-P,HS-HC-UND-F-0120-S-P,"HS-HC-UND-F-0120-S-P-LH,HS-HC-UND-F-0120-S-P-LH,",High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,3,Manual,R-600a,,1.76,-19.31,6.69,0.75,,0.72,10.16,23.5,20.5,23.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0120-S-P_07182018200524_4324637
2322980,Standex Scientific Solutions,American BioTech Supply,ABT-HC-10PG,ABT-HC-10PG,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,7,Manual,R-600a,,9.38,4.22,5.42,2.42,,2.27,5.23,25.5,59,23.5,"Door Lock, Temperature Monitor, 166",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-10PG_07182018201859_5139252
2322981,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-10.5-S-P,HS-HC-LAB-R-10.5-S-P,"HS-HC-LAB-R-10.5-G-P,HS-HC-LAB-R-10.5-G-P,",High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,7,Manual,R-600a,,9.38,4.22,5.42,2.42,,2.27,5.23,25.5,59,23.5,"Door Lock, Temperature Monitor, 170",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-10.5-S-P_07182018201915_5155924
2322998,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCFS-0104,ABT-HC-UCFS-0104,",,ABS",High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,1.01,3.35,2.34,0.71,,0.69,3.69,18.25,21,17.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_ABT-HC-UCFS-0104_07182018204810_6890761
2322999,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-R-0104-S-P,HS-HC-UND-R-0104-S-P,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",1,2,Manual,R-600a,,1.01,3.35,2.34,0.71,,0.69,3.69,18.25,21,17.5,"Door Lock, Temperature Monitor",07/01/2016,07/18/2018,"United States, Canada",ES_1141452_HS-HC-UND-R-0104-S-P_07182018204827_6907779
2323000,Standex Scientific Solutions,American BioTech Supply,ABT-HC-UCFS-0120A,ABT-HC-UCFS-0120A,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,3,Automatic,R-600a,,1.42,-19.61,5.64,1.4,,1.35,10.13,23,20.38,23.25,"Door Lock, Temperature Monitor, 214",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_ABT-HC-UCFS-0120A_07182018210134_7694755
2323001,Standex Scientific Solutions,Horizon Scientific,HS-HC-UND-F-0120-S-P-Auto,HS-HC-UND-F-0120-S-P-Auto,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,3,Automatic,R-600a,,1.42,-19.61,5.64,1.4,,1.35,10.13,23,20.38,23.25,"Door Lock, Temperature Monitor, 218",07/01/2016,09/28/2018,"United States, Canada",ES_1141452_HS-HC-UND-F-0120-S-P-Auto_07182018210155_7715349
2323100,Liebherr-Canada Ltd.,Liebherr,LRT21G1HC,LRT21G1HC,,High Performance Refrigerator,Upright,1,0,1,Swinging,1,4,Automatic,R-290,,21.33,4.2,2.8,2.57,,2.42,7.42,32.88,85.06,27.56,None,01/01/2018,07/18/2018,"United States, Canada",ES_1103685_LRT21G1HC_07202018082005_70192088
2323101,Liebherr-Canada Ltd.,Liebherr,LRT30W1HC,LRT30W1HC,,High Performance Refrigerator,Upright,0,1,1,Swinging,1,4,Automatic,R-290,,29.35,3.8,2.7,2.49,,2.29,8.77,32.88,85.06,27.56,None,01/01/2018,07/18/2018,"United States, Canada",ES_1103685_LRT30W1HC_07202018082005_70192088
2323102,Liebherr-Canada Ltd.,Liebherr,LRT50W2HC,LRT50W2HC,,High Performance Refrigerator,Upright,0,2,2,Swinging,1,8,Automatic,R-290,,46.79,4.5,2.3,3.65,,3.36,11.35,32.88,85.06,56.32,None,01/01/2018,07/18/2018,"United States, Canada",ES_1103685_LRT50W2HC_07202018082005_70192088
2323103,Liebherr-Canada Ltd.,Liebherr,LRT50G2HC,LRT50G2HC,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Automatic,R-290,,47.95,4.3,3.8,4.32,,4.08,11.49,32.88,85.06,56.32,None,01/01/2018,07/18/2018,"United States, Canada",ES_1103685_LRT50G2HC_07202018082005_70192088
2323104,Liebherr-Canada Ltd.,Liebherr,LFT30W1HC,LFT30W1HC,,High Performance Freezer,Upright,0,1,1,Swinging,1,4,Automatic,R-290,,29.35,-19.4,7.2,5.61,,5.34,15.13,32.88,85.06,27.56,None,01/01/2018,07/18/2018,"United States, Canada",ES_1103685_LFT30W1HC_07202018082005_70192088
2323105,Liebherr-Canada Ltd.,Liebherr,LFT50W2HC,LFT50W2HC,,High Performance Freezer,Upright,0,2,2,Swinging,1,8,Automatic,R-290,,46.79,-19.4,6.4,8.59,,8.29,22.56,32.88,85.06,56.32,None,01/01/2018,07/18/2018,"United States, Canada",ES_1103685_LFT50W2HC_07202018082005_70192088
2324600,PHC Corporation of North America,PHCbi,PR-L2466W-PA,PR-L2466W-PA,,High Performance Refrigerator,Upright,0,1,1,"Swinging,Right",0,2,Manual,R-134a,,2.44,3.19,4.5,0.48,,0.42,3.95,17.62,24.62,18.62,N/A,02/01/2018,08/13/2018,"United States, Canada",ES_1139382_PR-L2466W-PA_08222018161004_4204906
2324717,"Qingdao Haier Biomedical Co.,Ltd",Haier,HYC-118A,HYC-118A,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,3,Manual,R-134a,,4.62,3.36,5.1,2.17,,2.1,4.35,23,32,23.25,Chart recorder,01/01/2018,08/22/2018,"United States, Canada",ES_1141959_HYC-118A_08232018161439_0879122
2324719,"Qingdao Haier Biomedical Co.,Ltd",Haier,HYC-390F,HYC-390F,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,7,Manual,R-600a,,12.41,4.36,3.63,1.52,,1.46,5.78,26.88,76.88,24.25,Chart recorder,01/01/2018,08/22/2018,"United States, Canada",ES_1141959_HYC-390A_08232018162210_1330288
2325173,Standex Scientific Solutions,American BioTech Supply,ABT-HC-MFP-14,ABT-HC-MFP-14,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,6,Manual,R-290,,11.24,-19.64,7.18,1.9,,1.79,11.01,22.88,72.88,23.75,N/A,07/01/2016,08/30/2018,"United States, Canada",ES_1141452_ABT-HC-MFP-14_08312018181647_9407233
2325175,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-MF-1420-S-P-IM,HS-HC-LAB-MF-1420-S-P-IM,,High Performance Freezer,Upright,0,1,1,"Swinging,Right",1,6,Manual,R-290,,11.24,-19.64,7.18,1.9,,1.79,11.01,22.88,72.88,23.75,N/A,07/01/2016,08/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-MF-1420-S-P-IM_08312018181424_9264523
