ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Product Form Factor,Number of glass doors,Number of solid doors,Total Number of Doors,Door Opening Orientation,Number of Internal Ports and/or Access Holes,Number of Drawers or Shelves,Defrost Type,Refrigerant Type,Refrigerant Type Other,Total Volume (cubic feet),Average Test Cabinet  (ºC),Peak Temperature Variance (ºC),Lab Grade Refrigerator or Freezer Energy Consumption (kWh/day),Ultra-Low Temperature Freezer Energy Consumption (kWh/day/cu-ft),Steady State Energy Consumption (kWh/day),Maximum Daily Energy Allowance (kWh/day),Depth (in),Height,Width,Installed Accessories,Date Available on Market,Date Qualified,Markets,ENERGY STAR Model Identifier
2330749,Standex Scientific Solutions,"LabRepCo, LLC",LHE-26-HGC,LHE-26-HGC,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 42",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-26-HGC_12052018143355_0435319
2330750,Standex Scientific Solutions,"LabRepCo, LLC",LHT-26-HG,LHT-26-HG,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 39",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-26-HG_12052018143120_0280632
2330751,Standex Scientific Solutions,"LabRepCo, LLC",LHT-26-HGC,LHT-26-HGC,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 41",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-26-HGC_12052018143314_0394252
2330752,Standex Scientific Solutions,Lab Research Products,LRP-HC-26,LRP-HC-26,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 36",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-26_12052018142839_0119636
2330753,Standex Scientific Solutions,Lab Research Products,LRP-HC-26-TS,LRP-HC-26-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 35",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-26-TS_12052018142745_0065909
2330754,Standex Scientific Solutions,Lab Research Products,LRP-HC-26C,LRP-HC-26C,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 38",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-26C_12052018143032_0232331
2330755,Standex Scientific Solutions,Lab Research Products,LRP-HC-26C-TS,LRP-HC-26C-TS,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 37",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-26C-TS_12052018142932_0172832
2330757,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-26-G-P,HS-HC-CHR-R-26-G-P,,High Performance Refrigerator,Upright,1,0,1,"Swinging,Right",1,4,Manual,R-290,,23.42,4.31,4.71,2.48,,2.32,7.86,29.63,78.75,29.75,"Door Lock, Temperature Monitor, 29",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-26-G-P_12052018145630_1790054
2330762,Standex Scientific Solutions,American BioTech Supply,ABT-HC-47,ABT-HC-47,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 48",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-47_12052018152750_3670905
2330763,Standex Scientific Solutions,American BioTech Supply,ABT-HC-47-TS,ABT-HC-47-TS,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 47",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-47-TS_12052018152656_3616691
2330764,Standex Scientific Solutions,American BioTech Supply,ABT-HC-47C,ABT-HC-47C,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 50",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-47C_12052018153329_4009495
2330765,Standex Scientific Solutions,American BioTech Supply,ABT-HC-47C-TS,ABT-HC-47C-TS,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 49",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-47C-TS_12052018153244_3964356
2330766,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-47-G-P,HS-HC-CHR-R-47-G-P,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 46",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-47-G-P_12052018152607_3567263
2330767,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-47-G-TS,HS-HC-CHR-R-47-G-TS,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 45",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-47-G-TS_12052018152507_3507138
2330768,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-47-G-P,HS-HC-LAB-R-47-G-P,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 44",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-47-G-P_12052018152419_3459724
2330769,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-47-G-TS,HS-HC-LAB-R-47-G-TS,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 43",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-47-G-TS_12052018150758_2478839
2330770,Standex Scientific Solutions,"LabRepCo, LLC",LHE-47-SG,LHE-47-SG,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 56",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-47-SG_12052018154303_4583926
2330771,Standex Scientific Solutions,"LabRepCo, LLC",LHE-47-SGC,LHE-47-SGC,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 58",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-47-SGC_12052018154431_4671085
2330772,Standex Scientific Solutions,"LabRepCo, LLC",LHT-47-SG,LHT-47-SG,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 55",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-47-SG_12052018153749_4269685
2330773,Standex Scientific Solutions,"LabRepCo, LLC",LHT-47-SGC,LHT-47-SGC,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 57",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-47-SGC_12052018154341_4621940
2330774,Standex Scientific Solutions,Lab Research Products,LRP-HC-47,LRP-HC-47,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 52",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-47_12052018153512_4112290
2330775,Standex Scientific Solutions,Lab Research Products,LRP-HC-47-TS,LRP-HC-47-TS,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 51",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-47-TS_12052018153418_4058054
2330776,Standex Scientific Solutions,Lab Research Products,LRP-HC-47C,LRP-HC-47C,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 54",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-47C_12052018153648_4208871
2330777,Standex Scientific Solutions,Lab Research Products,LRP-HC-47C-TS,LRP-HC-47C-TS,,High Performance Refrigerator,Upright,2,0,2,Sliding,1,8,Manual,R-290,,45.41,4.2,5.35,3.47,,3.26,11.18,30.63,78,54.13,"Door Lock, Temperature Monitor, 53",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-47C-TS_12052018153556_4156452
2330789,Standex Scientific Solutions,American BioTech Supply,ABT-49-WAL1,ABT-49-WAL1,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 67",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-49-WAL1_12052018162346_7026528
2330790,Standex Scientific Solutions,American BioTech Supply,ABT-HC-49,ABT-HC-49,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 64",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-49_12052018162125_6885034
2330791,Standex Scientific Solutions,American BioTech Supply,ABT-HC-49-TS,ABT-HC-49-TS,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 63",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-49-TS_12052018161951_6791002
2330792,Standex Scientific Solutions,American BioTech Supply,ABT-HC-49C,ABT-HC-49C,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 66",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-49C_12052018162305_6985433
2330793,Standex Scientific Solutions,American BioTech Supply,ABT-HC-49C-TS,ABT-HC-49C-TS,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 65",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-49C-TS_12052018162214_6934120
2330794,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-49-G-P,HS-HC-CHR-R-49-G-P,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 62",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-49-G-P_12052018161907_6747538
2330795,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-49-G-TS,HS-HC-CHR-R-49-G-TS,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 61",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-49-G-TS_12052018161808_6688880
2330796,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-49-G-P,HS-HC-LAB-R-49-G-P,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 60",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-49-G-P_12052018161354_6434931
2330797,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-49-G-TS,HS-HC-LAB-R-49-G-TS,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 59",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-49-G-TS_12052018161049_6249420
2330798,Standex Scientific Solutions,"LabRepCo, LLC",LHE-49-HG,LHE-49-HG,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 73",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-49-HG_12052018163042_7442796
2330799,Standex Scientific Solutions,"LabRepCo, LLC",LHE-49-HGC,LHE-49-HGC,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 75",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-49-HGC_12052018163211_7531747
2330800,Standex Scientific Solutions,"LabRepCo, LLC",LHT-49-HG,LHT-49-HG,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 72",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-49-HG_12052018162958_7398438
2330801,Standex Scientific Solutions,"LabRepCo, LLC",LHT-49-HGC,LHT-49-HGC,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 74",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-49-HGC_12052018163128_7488562
2330802,Standex Scientific Solutions,Lab Research Products,LRP-HC-49,LRP-HC-49,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 69",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-49_12052018162745_7265848
2330803,Standex Scientific Solutions,Lab Research Products,LRP-HC-49-TS,LRP-HC-49-TS,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 68",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-49-TS_12052018162428_7068341
2330804,Standex Scientific Solutions,Lab Research Products,LRP-HC-49C,LRP-HC-49C,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 71",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-49C_12052018162919_7359689
2330805,Standex Scientific Solutions,Lab Research Products,LRP-HC-49C-TS,LRP-HC-49C-TS,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,4.35,3.96,3.16,,2.87,11,29.5,78,54,"Door Lock, Temperature Monitor, 70",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-49C-TS_12052018162831_7311964
2330810,Standex Scientific Solutions,American BioTech Supply,ABT-HC-72,ABT-HC-72,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 81",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-72_12052018171112_9872259
2330811,Standex Scientific Solutions,American BioTech Supply,ABT-HC-72-TS,ABT-HC-72-TS,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 80",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-72-TS_12052018171026_9826865
2330812,Standex Scientific Solutions,American BioTech Supply,ABT-HC-72C,ABT-HC-72C,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 83",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-72C_12052018171245_9965331
2330813,Standex Scientific Solutions,American BioTech Supply,ABT-HC-72C-TS,ABT-HC-72C-TS,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 82",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_ABT-HC-72C-TS_12052018171156_9916108
2330814,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-72-G-P,HS-HC-CHR-R-72-G-P,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 79",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-72-G-P_12052018170850_9730199
2330815,Standex Scientific Solutions,Horizon Scientific,HS-HC-CHR-R-72-G-TS,HS-HC-CHR-R-72-G-TS,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 78",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-CHR-R-72-G-TS_12052018170749_9669830
2330816,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-72-G-P,HS-HC-LAB-R-72-G-P,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 77",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-72-G-P_12052018170647_9607241
2330817,Standex Scientific Solutions,"LabRepCo, LLC",LHE-72-HG,LHE-72-HG,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 89",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-72-HG_12052018172540_0740101
2330818,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-72-G-TS,HS-HC-LAB-R-72-G-TS,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 76",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-72-G-TS_12052018165517_8917699
2330819,Standex Scientific Solutions,"LabRepCo, LLC",LHE-72-HGC,LHE-72-HGC,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 91",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHE-72-HGC_12052018172720_0840774
2330820,Standex Scientific Solutions,"LabRepCo, LLC",LHT-72-HG,LHT-72-HG,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 88",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-72-HG_12052018172404_0644919
2330821,Standex Scientific Solutions,"LabRepCo, LLC",LHT-72-HGC,LHT-72-HGC,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 90",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LHT-72-HGC_12052018172636_0796376
2330822,Standex Scientific Solutions,Lab Research Products,LRP-HC-72,LRP-HC-72,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 85",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-72_12052018171427_0067227
2330823,Standex Scientific Solutions,Lab Research Products,LRP-HC-72-TS,LRP-HC-72-TS,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 84",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-72-TS_12052018171339_0019071
2330824,Standex Scientific Solutions,Lab Research Products,LRP-HC-72C,LRP-HC-72C,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 87",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-72C_12052018172304_0584823
2330825,Standex Scientific Solutions,Lab Research Products,LRP-HC-72C-TS,LRP-HC-72C-TS,,High Performance Refrigerator,Upright,3,0,12,"Swinging,Right",1,12,Manual,R-290,,65.84,4.3,3.07,3.71,,3.49,13.73,29.5,78.25,78.13,"Door Lock, Temperature Monitor, 86",12/03/2018,11/30/2018,"United States, Canada",ES_1141452_LRP-HC-72C-TS_12052018171531_0131086
2331887,Standex Scientific Solutions,Horizon Scientific,HS-HC-LAB-R-26-G-B-IM,HS-HC-LAB-R-26-G-B-IM,,High Performance Refrigerator,Upright,0,1,1,Swinging,3,3,Automatic,R-290,,23,4.33,3.17,1.68,,1.56,7.73,36,78.5,28.5,Yes,10/22/2018,12/21/2018,"United States, Canada",ES_1141452_HS-HC-LAB-R-26-G-B-IM_10222018135321_3595239
2331888,Standex Scientific Solutions,American BioTech Supply,ABT-HC-LS-26,ABT-HC-LS-26,,High Performance Refrigerator,Upright,0,1,1,Swinging,3,3,Automatic,R-290,,23,4.33,3.17,1.68,,1.56,7.73,36,78.5,28.5,Yes,10/22/2018,12/21/2018,"United States, Canada",ES_1141452_ABT-HC-LS-26_12182018095303_7785302
2331889,Standex Scientific Solutions,Lab Research Products,LRP-HC-LB-26,LRP-HC-LB-26,,High Performance Refrigerator,Upright,0,1,1,Swinging,3,3,Automatic,R-290,,23,4.33,3.17,1.68,,1.56,7.73,36,78.5,28.5,Yes,10/22/2018,12/21/2018,"United States, Canada",ES_1141452_LRP-HC-LB-26_12182018095303_4937860
2331890,Standex Scientific Solutions,"LabRepCo, LLC",LHU-26-HG,LHU-26-HG,,High Performance Refrigerator,Upright,0,1,1,Swinging,3,3,Automatic,R-290,,23,4.33,3.17,1.68,,1.56,7.73,36,78.5,28.5,Yes,10/22/2018,12/21/2018,"United States, Canada",ES_1141452_LHU-26-HG_12182018095303_4570413
2331891,Standex Scientific Solutions,Nor-Lake Scientific,NSWD261WWG/0,NSWD261WWG/0,,High Performance Refrigerator,Upright,0,1,1,Swinging,3,3,Automatic,R-290,,23,4.33,3.17,1.68,,1.56,7.73,36,78.5,28.5,Yes,10/22/2018,12/21/2018,"United States, Canada",ES_1141452_NSWD261WWG/0_12182018095303_2529374
2332005,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L578S,DW-86L578S,,Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-600a,"R1150,R14",20.46,,9.2,,0.53,,,39.29,77.95,35.24,N/A,12/25/2018,12/25/2018,United States,ES_1141959_DW-86L578S_12262018020044_9644748
2332006,"Qingdao Haier Biomedical Co.,Ltd",Haier,DW-86L578ST,DW-86L578ST,,Ultra-Low Temperature Freezer,Upright,0,1,1,Left,4,3,Manual,R-600a,"R1150,R14",20.46,,9.2,,0.53,,,39.29,77.95,35.24,N/A,12/25/2018,12/25/2018,United States,ES_1141959_DW-86L578ST_12262018020008_9608916
2332091,Standex Scientific Solutions,Horizon Scientific,Black Diamond,NLS-HC-LAB-R-49-SS-G-BDIA,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,3.77,5.42,3.92,,3.62,11,29.5,78,54,"Door Lock, Temperature Monitor, 1",12/10/2018,12/23/2018,"United States, Canada",ES_1141452_NLS-HC-LAB-R-49-SS-G-BDIA_12262018174520_6320465
2332092,Standex Scientific Solutions,Horizon Scientific,Black Diamond,NLS-HC-LAB-R-49-SS-S-BDIA,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,3.77,5.42,3.92,,3.62,11,29.5,78,54,"Door Lock, Temperature Monitor, 2",12/10/2018,12/23/2018,"United States, Canada",ES_1141452_NLS-HC-LAB-R-49-SS-S-BDIA_12262018174553_6353508
2332093,Standex Scientific Solutions,Nor-Lake Scientific,Black Diamond,NSBDR492SSG/0,,High Performance Refrigerator,Upright,2,0,2,Swinging,1,8,Manual,R-290,,44.01,3.77,5.42,3.92,,3.62,11,29.5,78,54,"Door Lock, Temperature Monitor, 3",12/10/2018,12/23/2018,"United States, Canada",ES_1141452_NSBDR492SSG/0_12262018174640_6400561
