ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Fuel Type,Furnace is ENERGY STAR Certified in,Efficiency (AFUE),Capable of Two Way Communication?,Date Available On Market,Date Qualified,Markets,CB Model Identifier,Can Integrate Hot Water Heating,Meets ENERGY STAR Most Efficient 2019 Criteria
2313813,Nortek Global HVAC,Broan,KG7TC,KG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TC 060*-*B*_03242018223117_0539333,No,No
2313826,Nortek Global HVAC,Broan,FG7TL,FG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TL 060*-*B*_03242018223137_4095208,No,No
2313859,Nortek Global HVAC,Broan,KG7TL,KG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TL 060*-*B*_03242018223225_7975074,No,No
2313862,Nortek Global HVAC,Broan,KG7TC,KG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TC 060*-*B*_03242018223228_7010248,No,No
2313906,Nortek Global HVAC,Broan,KG7TL,KG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TL 060*-*B*_03242018223334_4699700,No,No
2315659,Nortek Global HVAC,Broan,KG7TC,KG7TC 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/29/2018,"United States, Canada",ES_1020907_KG7TC 080*-*C*_03282018150103_7322887,No,No
2315731,Nortek Global HVAC,Broan,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,12/18/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018151150_8757027,No,No
2315786,Nortek Global HVAC,Broan,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018150414_6801768,No,No
2315791,Nortek Global HVAC,Broan,FG7TL,FG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TL 080*-*C*_03282018151836_7102798,No,No
2315809,Nortek Global HVAC,Broan,KG7TL,KG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TL 080*-*C*_03282018151914_0008947,No,No
2315953,Nortek Global HVAC,EVANS MECHANICAL,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018150527_6757738,No,No
2316034,Nortek Global HVAC,EVANS MECHANICAL,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018150844_9275818,No,No
2316115,Nortek Global HVAC,EVANS MECHANICAL,KG7TC,KG7TC 100*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 100*-*C*_03282018145941_2172021,No,No
2313687,Nortek Global HVAC,FIRE & ICE,FG7TC,FG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TC 060*-*B*_03242018222701_2804157,No,No
2313705,Nortek Global HVAC,FIRE & ICE,FG7TL,FG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TL 060*-*B*_03242018222741_9613818,No,No
2313766,Nortek Global HVAC,FIRE & ICE,FG7TC,FG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TC 060*-*B*_03242018222951_1039377,No,No
2313801,Nortek Global HVAC,FIRE & ICE,FG7TL,FG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TL 060*-*B*_03242018223059_1507544,No,No
2315803,Nortek Global HVAC,FIRE & ICE,FG7TL,FG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TL 080*-*C*_03282018151902_8099191,No,No
2315889,Nortek Global HVAC,FIRE & ICE,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018150439_5671590,No,No
2315973,Nortek Global HVAC,FIRE & ICE,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018150757_3805232,No,No
2313676,Nortek Global HVAC,Frigidaire,FG7TC,FG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TC 060*-*B*_03242018222637_6482745,No,No
2313694,Nortek Global HVAC,Frigidaire,FG7TL,FG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TL 060*-*B*_03242018222716_8974008,No,No
2313713,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TC 060*-*B*_03242018222804_0014432,No,No
2313737,Nortek Global HVAC,Frigidaire,FG7TC,FG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TC 060*-*B*_03242018222857_4957764,No,No
2313746,Nortek Global HVAC,Frigidaire,KG7TL,KG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TL 060*-*B*_03242018222911_5402589,No,No
2313780,Nortek Global HVAC,Frigidaire,FG7TL,FG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TL 060*-*B*_03242018223025_6344312,No,No
2313792,Nortek Global HVAC,Frigidaire,FG7TC,FG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TC 060*-*B*_03242018223044_6480086,No,No
2313817,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TC 060*-*B*_03242018223123_8010031,No,No
2313828,Nortek Global HVAC,Frigidaire,FG7TL,FG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_FG7TL 060*-*B*_03242018223139_1302763,No,No
2313863,Nortek Global HVAC,Frigidaire,KG7TL,KG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TL 060*-*B*_03242018223230_2970539,No,No
2313866,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TC 060*-*B*_03242018223234_8634477,No,No
2313908,Nortek Global HVAC,Frigidaire,KG7TL,KG7TL 060*-*B*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/24/2018,"United States, Canada",ES_1020907_KG7TL 060*-*B*_03242018223338_4273806,No,No
2315661,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/29/2018,"United States, Canada",ES_1020907_KG7TC 080*-*C*_03282018150107_2383608,No,No
2315733,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,12/18/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018151154_9673289,No,No
2315787,Nortek Global HVAC,Frigidaire,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018150416_0847950,No,No
2315792,Nortek Global HVAC,Frigidaire,FG7TL,FG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TL 080*-*C*_03282018151839_0592573,No,No
2315811,Nortek Global HVAC,Frigidaire,KG7TL,KG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TL 080*-*C*_03282018151918_0609564,No,No
2315838,Nortek Global HVAC,Frigidaire,FG7TL,FG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TL 080*-*C*_03282018152017_8131608,No,No
2315858,Nortek Global HVAC,Frigidaire,KG7TL,KG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/29/2018,"United States, Canada",ES_1020907_KG7TL 080*-*C*_03282018152059_1398394,No,No
2315900,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018150455_3132433,No,No
2315962,Nortek Global HVAC,Frigidaire,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018150734_9919683,No,No
2315981,Nortek Global HVAC,Frigidaire,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018150813_8823859,No,No
2316010,Nortek Global HVAC,Frigidaire,FG7TC,FG7TC 100*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TC 100*-*C*_03282018145738_1477784,No,No
2315836,Nortek Global HVAC,Broan,FG7TL,FG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TL 080*-*C*_03282018152015_4957479,No,No
2315856,Nortek Global HVAC,Broan,KG7TL,KG7TL 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/29/2018,"United States, Canada",ES_1020907_KG7TL 080*-*C*_03282018152055_9194593,No,No
2315898,Nortek Global HVAC,Broan,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018150451_2772578,No,No
2315961,Nortek Global HVAC,Broan,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018150732_3921654,No,No
2315979,Nortek Global HVAC,Broan,KG7TC,KG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 120*-*D*_03282018150809_1811292,No,No
2316008,Nortek Global HVAC,Broan,FG7TC,FG7TC 100*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TC 100*-*C*_03282018145735_4781643,No,No
2316059,Nortek Global HVAC,Broan,FG7TL,FG7TL 100*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TL 100*-*C*_03282018145826_3709767,No,No
2316077,Nortek Global HVAC,Broan,KG7TC,KG7TC 100*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TC 100*-*C*_03282018145902_5361396,No,No
2316081,Nortek Global HVAC,Broan,FG7TC,FG7TC 120*-*D*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TC 120*-*D*_03282018151113_2470573,No,No
2316121,Nortek Global HVAC,Broan,KG7TL,KG7TL 100*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,03/28/2018,"United States, Canada",ES_1020907_KG7TL 100*-*C*_03282018145953_6764754,No,No
2316133,Nortek Global HVAC,Broan,FG7TC,FG7TC 080*-*C*,,"Natural Gas,Propane Gas",All,95.1,Not Applicable,04/01/2008,02/02/2019,"United States, Canada",ES_1020907_FG7TC 080*-*C*_03282018150014_8570270,No,No
2321609,Nortek Global HVAC,Broan,FG7TE 100*-VC*,FG7TE 100*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 100*-VC*_06272018150313_9362774,No,No
2321616,Nortek Global HVAC,Broan,FG7TN 100*-VC*,FG7TN 100*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 100*-VC*_06272018150436_6866673,No,No
2321625,Nortek Global HVAC,Broan,FG7TN 100*-*C*,FG7TN 100*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 100*-*C*_06272018150608_0979628,No,No
2321631,Nortek Global HVAC,Broan,KG7TN 100*-*C*,KG7TN 100*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TN 100*-*C*_06272018150622_2126797,No,No
2321639,Nortek Global HVAC,Broan,FG7TN 080*-VC*,FG7TN 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 080*-VC*_06272018150912_5193938,No,No
2321647,Nortek Global HVAC,Broan,FG7TN 080*-*C*,FG7TN 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 080*-*C*_06272018151056_1947778,No,No
2321653,Nortek Global HVAC,Broan,KG7TN 080*-*C*,KG7TN 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TN 080*-*C*_06272018151110_7588069,No,No
2321662,Nortek Global HVAC,Broan,KG7TE 100*-*C*,KG7TE 100*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TE 100*-*C*_06272018151508_0707892,No,No
2321669,Nortek Global HVAC,Broan,KG7TE 100*-VC*,KG7TE 100*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TE 100*-VC*_06272018151526_9947423,No,No
2321678,Nortek Global HVAC,Broan,FG7TE 100*-*C*,FG7TE 100*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 100*-*C*_06272018151453_1196925,No,No
2321689,Nortek Global HVAC,Broan,FG7TE 060*-VB*,FG7TE 060*-VB*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 060*-VB*_06272018152450_2307501,No,No
2321697,Nortek Global HVAC,Broan,KG7SD 054D-23EB*,KG7SD 054D-23EB,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,11/05/2018,"United States, Canada",ES_1020907_KG7SD 054D-23EB_06272018152927_4331499,No,No
2321706,Nortek Global HVAC,Broan,KG7SD 072D-35EC*,KG7SD 072D-35EC,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,11/05/2018,"United States, Canada",ES_1020907_KG7SD 072D-35EC_06272018153112_1467806,No,No
2321715,Nortek Global HVAC,Broan,KG7SD 090D-35EC*,KG7SD 090D-35EC,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,06/27/2018,"United States, Canada",ES_1020907_KG7SD 090D-35EC_06272018153415_6029998,No,No
2321724,Nortek Global HVAC,Broan,KG7SD 090D-35EC*,KG7SD 090D-35EC,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,11/05/2018,"United States, Canada",ES_1020907_KG7SD 090D-35EC_06272018153439_2740229,No,No
2321733,Nortek Global HVAC,Broan,KG7SD 108D-35ED*,KG7SD 108D-35ED,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,11/05/2018,"United States, Canada",ES_1020907_KG7SD 108D-35ED_06272018153656_5977076,No,No
2321742,Nortek Global HVAC,Broan,KG7SD 120D-35ED*,KG7SD 120D-35ED,,"Natural Gas,Propane Gas",U.S. South Only,94.3,Not Applicable,11/01/2015,11/05/2018,"United States, Canada",ES_1020907_KG7SD 120D-35ED_06272018153831_9643871,No,No
2321750,Nortek Global HVAC,Broan,KG7SD 038D-23EB1,KG7SD 038D-23EB1,,"Natural Gas,Propane Gas",All,95,Not Applicable,02/20/2017,11/05/2018,"United States, Canada",ES_1020907_KG7SD 038D-23EB1_06272018154019_1316727,No,No
2321759,Nortek Global HVAC,Broan,FG7TE 115*-*D*,FG7TE 115*-*D*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 115*-*D*_06272018154220_7375355,No,No
2321765,Nortek Global HVAC,Broan,KG7TE 115*-*D*,KG7TE 115*-*D*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TE 115*-*D*_06272018154235_3124331,No,No
2321773,Nortek Global HVAC,Broan,FG7TE 115*-VD*,FG7TE 115*-VD*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 115*-VD*_06272018154818_3465402,No,No
2321780,Nortek Global HVAC,Broan,FG7TN 115*-VD*,FG7TN 115*-VD*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 115*-VD*_06272018155029_6308591,No,No
2321789,Nortek Global HVAC,Broan,FG7TE 080*-*C*,FG7TE 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_FG7TE 080*-*C*_06272018155305_9242319,No,No
2321795,Nortek Global HVAC,Broan,FG7TE 080*-VC*,FG7TE 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_FG7TE 080*-VC*_06272018155320_3388112,No,No
2321801,Nortek Global HVAC,Broan,KG7TE 080*-*C*,KG7TE 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_KG7TE 080*-*C*_06272018155336_0391607,No,No
2321808,Nortek Global HVAC,Broan,KG7TE 080*-VC*,KG7TE 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_KG7TE 080*-VC*_06272018155355_7089864,No,No
2321820,Nortek Global HVAC,Broan,FG7TE 080*-*C*,FG7TE 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_FG7TE 080*-*C*_06272018155438_7797254,No,No
2321826,Nortek Global HVAC,Broan,FG7TE 080*-VC*,FG7TE 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_FG7TE 080*-VC*_06272018155453_7482945,No,No
2321832,Nortek Global HVAC,Broan,KG7TE 080*-*C*,KG7TE 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_KG7TE 080*-*C*_06272018155509_3057980,No,No
2321839,Nortek Global HVAC,Broan,KG7TE 080*-VC*,KG7TE 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,06/27/2018,"United States, Canada",ES_1020907_KG7TE 080*-VC*_06272018155527_8676442,No,No
2321851,Nortek Global HVAC,Broan,FG7TE 080*-*C*,FG7TE 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 080*-*C*_06272018155559_9114284,No,No
2321857,Nortek Global HVAC,Broan,FG7TE 080*-VC*,FG7TE 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 080*-VC*_06272018155615_2181065,No,No
2321863,Nortek Global HVAC,Broan,KG7TE 080*-*C*,KG7TE 080*-*C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TE 080*-*C*_06272018155631_3819385,No,No
2321870,Nortek Global HVAC,Broan,KG7TE 080*-VC*,KG7TE 080*-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TE 080*-VC*_06272018155649_9296144,No,No
2321885,Nortek Global HVAC,Broan,FG7TE 060*-*B*,FG7TE 060*-*B*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TE 060*-*B*_06272018162142_9203968,No,No
2321891,Nortek Global HVAC,Broan,KG7TE 060*-*B*,KG7TE 060*-*B*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TE 060*-*B*_06272018162157_2685452,No,No
2321898,Nortek Global HVAC,Broan,KG7TN 060*-*B*,KG7TN 060*-*B*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TN 060*-*B*_06272018162216_6875455,No,No
2321906,Nortek Global HVAC,Broan,FG7TN 060*-*B*,FG7TN 060*-*B*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 060*-*B*_06272018163129_9942716,No,No
2321912,Nortek Global HVAC,Broan,FG7TN 060*-VB*,FG7TN 060*-VB*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 060*-VB*_06272018163147_0402965,No,No
2325356,Nortek Global HVAC,Broan,FG7TN 115*-*D*,FG7TN 115*-*D*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_FG7TN 115*-*D*_09052018180210_5655970,No,No
2325362,Nortek Global HVAC,Broan,KG7TN 115*-*D*,KG7TN 115*-*D*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/05/2018,"United States, Canada",ES_1020907_KG7TN 115*-*D*_09052018180224_8231599,No,No
2326128,Nortek Global HVAC,Broan,KG7SD 054D-23EB*,KG7SD 054D-23EB*,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,09/20/2018,"United States, Canada",ES_1020907_KG7SD 054D-23EB*_09202018135438_6280419,No,No
2326134,Nortek Global HVAC,Broan,KG7SD 108D-35ED*,KG7SD 108D-35ED*,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,09/20/2018,"United States, Canada",ES_1020907_KG7SD 108D-35ED*_09202018141031_3254395,No,No
2326140,Nortek Global HVAC,Broan,KG7SD 120D-35ED*,KG7SD 120D-35ED*,,"Natural Gas,Propane Gas",U.S. South Only,94.3,Not Applicable,11/01/2015,09/20/2018,"United States, Canada",ES_1020907_KG7SD 120D-35ED*_09202018141254_0722555,No,No
2328708,Nortek Global HVAC,Broan,FG7TN 100D-35C*,FG7TN 100D-35C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,10/31/2018,"United States, Canada",ES_1020907_FG7TN 100D-35C*_10312018195900_2546553,No,No
2328714,Nortek Global HVAC,Broan,KG7TN 100D-35C*,KG7TN 100D-35C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,10/31/2018,"United States, Canada",ES_1020907_KG7TN 100D-35C*_10312018195915_2788651,No,No
2328833,Nortek Global HVAC,Broan,FG7TN 115D-45D*,FG7TN 115D-45D*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/01/2018,"United States, Canada",ES_1020907_FG7TN 115D-45D*_11012018210731_0819255,No,No
2328839,Nortek Global HVAC,Broan,KG7TN 115D-45D*,KG7TN 115D-45D*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/01/2018,"United States, Canada",ES_1020907_KG7TN 115D-45D*_11012018210751_9470142,No,No
2328853,Nortek Global HVAC,Broan,FG7TN 115D-VD*,FG7TN 115D-VD*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/01/2018,"United States, Canada",ES_1020907_FG7TN 115D-VD*_11012018211206_1371367,No,No
2328860,Nortek Global HVAC,Broan,FG7TE 080D-35C*,FG7TE 080D-35C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/01/2018,"United States, Canada",ES_1020907_FG7TE 080D-35C*_11012018211520_4670750,No,No
2328864,Nortek Global HVAC,Broan,FG7TE 080D-VC*,FG7TE 080D-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/01/2018,"United States, Canada",ES_1020907_FG7TE 080D-VC*_11012018211530_8074220,No,No
2328868,Nortek Global HVAC,Broan,KG7TE 080D*-35C*,KG7TE 080D*-35C*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/01/2018,"United States, Canada",ES_1020907_KG7TE 080D*-35C*_11012018211539_7780957,No,No
2329004,Nortek Global HVAC,Broan,FG7TE 100D-VC*,FG7TE 100D-VC*,,"Natural Gas,Propane Gas",All,96,Not Applicable,02/08/2017,11/02/2018,"United States, Canada",ES_1020907_FG7TE 100D-VC*_11032018012756_1962922,No,No
2329013,Nortek Global HVAC,Broan,KG7SD 090D-35EC*,KG7SD 090D-35EC*,,"Natural Gas,Propane Gas",All,95,Not Applicable,11/01/2015,11/02/2018,"United States, Canada",ES_1020907_KG7SD 090D-35EC*_11032018013829_2879987,No,No
