ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier
2220169,Equator,FR 502-650 W,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,09/24/2014,08/06/2014,"United States, Canada",ES_0040188_FR 502-650 W_08292014121414_70009788
2275448,EuroDesign,EDV064S,,Upright Freezer,Manual,Yes,No,No,No,6.3,11.1,289,322,10,No,08/15/2016,08/16/2016,Canada,ES_1125680_EDV064S_08172016035134_5894744
2216934,Fisher & Paykel,RB36S,,Upright Freezer,Automatic,Yes,No,No,No,3.7,6.5,300,418,28,No,08/14/2014,07/14/2014,"United States, Canada",ES_31708_RB36S_08012014195535_2935368
2320354,Fisher & Paykel,RS18F,,Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.7,415,480,15,No,07/01/2018,05/23/2018,"United States, Canada",ES_31708_RS1884FLJ1_05232018153043_9443195
2320365,Fisher & Paykel,RS24F,,Upright Freezer,Automatic,No,Yes,Yes,Yes,11.9,20.9,440,551,22,No,07/01/2018,05/23/2018,"United States, Canada",ES_31708_RS2484FRJ1_05232018154722_0442046
2320386,Fisher & Paykel,RS30F,,Upright Freezer,Automatic,No,Yes,Yes,Yes,15.6,27.5,491,616,22,No,07/01/2018,05/23/2018,"United States, Canada",ES_31708_RS3084FLJ1_05232018173646_7006338
2266698,Frigidaire,BKFH17F1SW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,05/09/2016,05/09/2016,"United States, Canada",ES_1021080_BKFH17F1SW*_05132016041445_70077657
2242001,Frigidaire,CFFH17F1RW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,06/22/2015,06/17/2015,"United States, Canada",ES_1021080_CFFH17F1RW*_06222015061714_70036140
2244473,Frigidaire,CFFH17F1RW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,06/29/2015,06/17/2015,"United States, Canada",ES_1021080_CFFH17F1RW*_07262015035412_70040185
2304848,Frigidaire,CFFH17F1TW0,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,10/16/2017,10/06/2017,"United States, Canada",ES_1021080_CFFH17F1TW0_10112017032824_70158493
2234547,Frigidaire,FFFH17F1RW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,03/02/2015,03/04/2015,"United States, Canada",ES_1021080_FFFH17F1RW*_03112015072806_70025812
2220962,Frigidaire,FFFH17F2QW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH17F2QW*10012014013337_70012088
2220961,Frigidaire,FFFH17F4QT*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH17F4QT*10012014013337_70012088
2220973,Frigidaire,FFFH17F4QW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH17F4QW*10012014013337_70012088
2220966,Frigidaire,FFFH20F2QW*,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH20F2QW*10012014013337_70012088
2316193,Frigidaire,FFFH20F2QWE,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,03/19/2018,03/26/2018,"United States, Canada",ES_1021080_FFFH20F2QWE_03292018020135_70178247
2220980,Frigidaire,FFFH21F4QT*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH21F4QT*10012014013337_70012088
2316196,Frigidaire,FFFH21F4QTB,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,03/19/2018,03/26/2018,"United States, Canada",ES_1021080_FFFH21F4QTB_03292018020135_70178247
2220979,Frigidaire,FFFH21F4QW*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH21F4QW*10012014013337_70012088
2316191,Frigidaire,FFFH21F4QW1,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,03/19/2018,03/26/2018,"United States, Canada",ES_1021080_FFFH21F4QW1_03292018020135_70178247
2220967,Frigidaire,FFFH21F6QW*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FFFH21F6QW*10012014013337_70012088
2220974,Frigidaire,LFFH17F3QW*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_LFFH17F3QW*10012014013337_70012088
2220993,Frigidaire,LFFH20F3QM*,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_LFFH20F3QM*10012014013337_70012088
2316192,Frigidaire,LFFH20F3QM1,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,03/19/2018,03/26/2018,"United States, Canada",ES_1021080_LFFH20F3QM1_03292018020135_70178247
2220992,Frigidaire,LFFH20F3QW*,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_LFFH20F3QW*_10012014013338_70012088
2316194,Frigidaire,LFFH20F3QWF,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,03/19/2018,03/26/2018,"United States, Canada",ES_1021080_LFFH20F3QWF_03292018020135_70178247
2219312,Gaggenau,RF411701,,Upright Freezer,Automatic,No,Yes,Yes,Yes,8.6,15.2,443,495,12,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_RF411701_06182014123847_2737291
2303322,Gaggenau,RF411704,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,8.6,15.1,418,494,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF411704_03082017044344_70122368
2219310,Gaggenau,RF461701,,Upright Freezer,Automatic,No,Yes,Yes,Yes,12.2,21.5,472,557,17,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_RF461701_06182014123847_2737291
2303324,Gaggenau,RF461704,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,12.2,21.4,443,556,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF461704_03082017044344_70122368
2233415,Gaggenau,RF463702,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.3,19.9,494,541,10,No,09/15/2014,08/11/2014,"United States, Canada",ES_0031649_RF463702_08082014030531_2752705
2233416,Gaggenau,RF463703,",,Reverse Door",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.3,19.9,494,541,10,No,09/15/2014,08/11/2014,"United States, Canada",ES_0031649_RF463703_08082014030531_2752705
2237333,Gaggenau,RF463703TW,,Upright Freezer,Automatic,No,Yes,Yes,Yes,11.3,19.9,494,541,10,No,11/15/2015,04/01/2015,"United States, Canada",ES_0031649_RF463703TW_03262015042706_70026997
2303332,Gaggenau,RF463704,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF463704_03082017044344_70122368
2303333,Gaggenau,RF463705,",,Reverse Door, Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,11.2,19.8,457,540,17,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF463705_03082017044344_70122368
2219308,Gaggenau,RF471701,,Upright Freezer,Automatic,No,Yes,Yes,Yes,15.8,27.8,564,619,10,No,10/15/2014,09/10/2014,"United States, Canada",ES_0031649_RF471701_06182014123847_2737291
2303325,Gaggenau,RF471704,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,15.8,27.8,493,619,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF471704_03082017044344_70122368
2303327,Gaggenau,RF491704,",,Network Communication",Upright Freezer,Automatic,No,Yes,Yes,Yes,19.4,34.2,543,682,22,No,09/01/2017,03/06/2017,"United States, Canada",ES_0031649_RF491704_03082017044344_70122368
2220964,Gallery,FGVU17F8QT*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FGVU17F8QT*10012014013337_70012088
2220968,Gallery,FGVU21F8QF*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FGVU21F8QF*10012014013337_70012088
2220969,Gallery,FGVU21F8QT*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_FGVU21F8QT*10012014013337_70012088
2215216,GE,FCM11PH****,,Chest Freezer,Manual,No,No,No,No,10.6,18.7,218,244,11,No,08/04/2014,06/23/2014,"United States, Canada",ES_1123206_FCM11PH****_06232014030230_2739746
2296149,GE,FCM16DL****,,Chest Freezer,Manual,No,No,No,No,15.7,27.6,277,309,10,No,06/20/2017,05/12/2017,"United States, Canada",ES_1123206_FCM16DL****_05152017122546_70137740
2296150,GE,FCM22DL****,,Chest Freezer,Manual,No,No,No,No,21.7,38.1,346,386,10,No,06/20/2017,05/12/2017,"United States, Canada",ES_1123206_FCM22DL****_05152017122546_70137740
2287820,GE,FUF14DL****,,Upright Freezer,Automatic,No,No,No,No,14.1,24.8,397,442,10,No,04/01/2017,01/05/2017,"United States, Canada",ES_1123206_FUF14DL****_01052017122505_70116313
2287821,GE,FUF17DL****,,Upright Freezer,Automatic,No,No,No,No,17.3,30.4,441,490,10,No,04/01/2017,01/05/2017,"United States, Canada",ES_1123206_FUF17DL****_01052017122505_70116313
2287822,GE,FUF21DL****,,Upright Freezer,Automatic,No,No,No,No,21.3,37.5,495,552,10,No,04/01/2017,01/05/2017,"United States, Canada",ES_1123206_FUF21DL****_01052017122505_70116313
2261069,Gorenje,ZOF2862E,,Upright Freezer,Automatic,No,No,No,No,15.1,15.1,323,358,10,No,02/01/2016,10/24/2016,"United States, Canada",ES_1123023_ZOF2862E_02292016180304_8984231
2310849,Hisense,FC-26DD1SHA,",FC70D6*WE,; ,FE703,; ,HCS70138WW00,",Chest Freezer,Manual,Yes,No,No,No,6.9,12.1,223,249,10,No,02/07/2018,02/11/2018,United States,ES_1110877_FC-26DD1SHA_02072018155113_8287317
2318576,Hisense,FC34D6AWE,",HCF03EE8****,",Chest Freezer,Manual,Yes,No,No,No,3.4,5.9,172,191,10,No,03/29/2018,04/17/2018,United States,ES_1110877_FC34D6AWE_04162018134417_3754693
2318407,Hisense,FC50D6AWE,",HCF05EE8****,",Chest Freezer,Manual,Yes,No,No,No,4.9,8.7,195,217,10,No,03/29/2018,04/11/2018,United States,ES_1110877_FC50D6AWE_03292018162402_776178
2318406,Hisense,FC70D6AWE,",HCF07EE8****,",Chest Freezer,Manual,Yes,No,No,No,6.9,12.1,223,249,10,No,03/29/2018,04/11/2018,United States,ES_1110877_FC70D6AWE_03292018163013_4502069
2263988,Hisense,FC72D6BWE,,Chest Freezer,Manual,Yes,No,No,No,7.2,12.7,228,254,10,No,06/01/2016,04/12/2016,United States,ES_1110877_FC72D6BWE_04072016142538_4909326
2334229,Insignia,NS-UZ14***,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ14***_03062019083854_1534310
2329489,Insignia,NS-UZ14******,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ14******_11122018074234_8554863
2334230,Insignia,NS-UZ14SS0,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ14SS0_03062019083823_1503279
2334231,Insignia,NS-UZ14WH0,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ14WH0_03062019083807_1487890
2294595,Insignia,NS-UZ14XSS8,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,04/15/2017,04/19/2017,"United States, Canada",ES_1059185_NS-UZ14XSS8_04202017082446_6686076
2275214,Insignia,NS-UZ14XWH7,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,08/10/2016,08/12/2016,"United States, Canada",ES_1059185_NS-UZ14XWH7_08152016033914_2354756
2329490,Insignia,NS-UZ14XWH7-C,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ14XWH7-C_11122018074226_8546701
2334232,Insignia,NS-UZ17***,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ17***_03062019084639_1999132
2329487,Insignia,NS-UZ17******,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ17******_11122018071237_6757579
2334233,Insignia,NS-UZ17SS0,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ17SS0_03062019084618_1978344
2334234,Insignia,NS-UZ17WH0,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ17WH0_03062019084603_1963432
2303795,Insignia,NS-UZ17XSS9,,Upright Freezer,Automatic,No,No,No,No,17,29.6,438,483,9,No,09/15/2017,09/20/2017,"United States, Canada",ES_1059185_NS-UZ17XSS9_09202017070115_0875549
2284265,Insignia,NS-UZ17XWH7,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,11/15/2016,11/16/2016,"United States, Canada",ES_1059185_NS-UZ17XWH7_11172016071628_6988598
2329488,Insignia,NS-UZ17XWH7-C,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ17XWH7-C_11122018071229_6749364
2334227,Insignia,NS-UZ21***,,Upright Freezer,Automatic,No,No,No,No,21,37,492,547,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ21***_03062019072311_6991368
2334228,Insignia,NS-UZ21WH0,,Upright Freezer,Automatic,No,No,No,No,21,37,492,547,10,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ21WH0_03062019072240_6960521
2284264,Insignia,NS-UZ21XWH7,,Upright Freezer,Automatic,No,No,No,No,21,37,492,547,10,No,11/15/2016,11/16/2016,"United States, Canada",ES_1059185_NS-UZ21XWH7_11172016071640_7000543
2318906,Jenn-Air,JBZF*18IGX**,,Upright Freezer,Automatic,No,Yes,Yes,Yes,8.9,15.8,459,501,10,No,05/02/2018,04/25/2018,"United States, Canada",ES_0022856_JBZF*18IGX**_04262018014203_70182435
2318907,Jenn-Air,JBZF*24IGX**,,Upright Freezer,Automatic,No,Yes,Yes,Yes,13,23,523,572,10,No,05/02/2018,04/25/2018,"United States, Canada",ES_0022856_JBZF*24IGX**_04262018014203_70182435
2318908,Jenn-Air,JBZF*30IGX**,,Upright Freezer,Automatic,No,Yes,Yes,Yes,17.2,30.3,588,644,10,No,05/02/2018,04/25/2018,"United States, Canada",ES_0022856_JBZF*30IGX**_04262018014203_70182435
2220985,Kenmore,253.22042*,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_253.22042*10012014013337_70012088
2316197,Kenmore,253.22042411,,Upright Freezer,Automatic,No,No,No,No,20.2,35.6,480,535,10,No,03/19/2018,03/26/2018,"United States, Canada",ES_15649_253.22042411_03292018020135_70178247
2220984,Kenmore,253.22742*,,Upright Freezer,Automatic,No,No,No,No,16.6,29.3,431,481,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_253.22742*10012014013337_70012088
2220986,Kenmore,253.27002*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_253.27002*10012014013337_70012088
2220987,Kenmore,253.27003*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_253.27003*10012014013337_70012088
2220988,Kenmore,253.27009*,,Upright Freezer,Automatic,No,No,No,No,20.5,36.1,484,539,10,No,09/08/2014,09/25/2014,"United States, Canada",ES_1021080_253.27009*10012014013337_70012088
2285551,KOOLATRON,KTUF88,,Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,11/20/2016,12/06/2016,Canada,ES_1137414_KTUF88_12062016121522_6522285
2222447,Liebherr,HF 861,,Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.7,439,480,10,No,10/06/2014,09/22/2014,"United States, Canada",ES_1017655_HF 861_10022014105208_2767851
2330834,Liebherr,MF1851,,Upright Freezer,Automatic,No,Yes,Yes,Yes,7.8,13.7,412,480,16,No,11/01/2018,10/05/2018,"United States, Canada",ES_1017655_MF1851_12052018035621_70208456
2330835,Liebherr,MF2451,,Upright Freezer,Automatic,No,Yes,Yes,Yes,11.5,20.2,438,544,21,No,11/01/2018,10/05/2018,"United States, Canada",ES_1017655_MF2451_12052018035621_70208456
2321535,Liebherr,UF501,,Upright Freezer,Automatic,Yes,No,No,No,2.8,4.9,302,402,25,No,05/15/2018,06/20/2018,"United States, Canada",ES_1017655_UF501_06212018020527_70188344
2318763,Magic Chef,HMUF6WE,,Upright Freezer,Manual,Yes,No,No,No,5.8,10.3,281,315,11,No,04/20/2018,04/23/2018,"United States, Canada",ES_1107227_HMUF6WE_04192018143134_8711969
2269783,Marathon,MCF35W,",MCF35BL,; ,MCF35BLS,",Chest Freezer,Manual,Yes,No,No,No,3.5,6.1,172,193,11,No,06/10/2016,06/15/2016,Canada,ES_1137295_MCF35W_06122016113245_989343
2300586,Marathon,MCF35W-1,,Chest Freezer,Manual,Yes,No,No,No,3.5,6.2,172,194,11,No,07/14/2017,07/13/2017,"United States, Canada",ES_1137295_MCF35W-1_07262017114236_9356713
2301188,Marathon,MCF50W,,Chest Freezer,Manual,Yes,No,No,No,5.1,9,196,220,11,No,07/14/2017,07/13/2017,"United States, Canada",ES_1137295_MCF50W_07262017115324_0004277
2269356,Marathon,MCF51W,",MCF51BL,; ,MCF51BLS,",Chest Freezer,Manual,Yes,No,No,No,5,8.9,195,219,11,No,06/10/2016,06/06/2016,Canada,ES_1137295_MCF51W_06022016151006_2567407
2300589,Marathon,MCF70GRD,,Chest Freezer,Manual,Yes,No,No,No,7,12.3,224,251,11,No,07/14/2017,07/13/2017,"United States, Canada",ES_1137295_MCF70GRD_07262017115022_9822185
2300590,Marathon,MCF70W,,Chest Freezer,Manual,Yes,No,No,No,7,12.3,224,251,11,No,07/14/2017,07/13/2017,"United States, Canada",ES_1137295_MCF70W_07262017115033_9833642
2271907,Marathon,MCF71W,",MCF71BLS,",Chest Freezer,Manual,Yes,No,No,No,7,12.4,224,252,11,No,07/05/2016,07/06/2016,Canada,ES_1137295_MCF71W_07052016165103_7388574
2269043,Marathon,MUF65W,"Freezers,MUF65BLS,",Upright Freezer,Manual,Yes,No,No,No,6.3,11.1,289,322,10,No,05/15/2016,06/06/2016,Canada,ES_1137295_MUF65W_06062016024820_1300857
2262210,Marvel,ML24FAP***,,Upright Freezer,Automatic,Yes,No,No,No,4.6,8,351,433,19,No,02/16/2016,03/02/2016,"United States, Canada",ES_1100125_ML24FAP***03102016055320_70065799
2262209,Marvel,ML24FAS***,,Upright Freezer,Automatic,Yes,No,No,No,4.7,8.3,305,436,30,No,02/16/2016,03/02/2016,"United States, Canada",ES_1100125_ML24FAS***03102016055320_70065799
2272221,Marvel,MO24FAS***,,Upright Freezer,Automatic,Yes,No,No,No,4.7,8.3,324,436,26,No,06/30/2016,06/30/2016,"United States, Canada",ES_1100125_MO24FAS***_07122016045316_70086657
2262211,Marvel,MP24FAP***,,Upright Freezer,Automatic,Yes,No,No,No,4.6,8,351,433,19,No,02/16/2016,03/02/2016,"United States, Canada",ES_1100125_MP24FAP***03102016055320_70065799
2262212,Marvel,MP24FAS***,,Upright Freezer,Automatic,Yes,No,No,No,4.6,8,340,433,21,No,02/16/2016,03/02/2016,"United States, Canada",ES_1100125_MP24FAS***03102016055320_70065799
2284115,Master Chef,043-0292-2,,Chest Freezer,Manual,Yes,No,No,No,3.5,3.5,172,169,-2,No,12/01/2016,11/14/2016,Canada,ES_1025242_043-0292_11102016020928_70106582
2284116,Master Chef,043-0293-0,,Chest Freezer,Manual,Yes,No,No,No,5,5,195,183,-7,No,12/01/2016,11/14/2016,Canada,ES_1025242_043-0293_11102016020928_70106582
2285302,Master Chef,043-2352-8,,Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,12/19/2013,12/01/2016,Canada,ES_1025242_043-2352-8_12022016111118_7078043
2306410,Midea,3730-937,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,11/10/2017,11/13/2017,"United States, Canada",ES_1030337_3730-937_11142017074346_5426050
2216666,Midea,HS502FW-2,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,07/25/2014,07/02/2014,"United States, Canada",ES_1030337_HS502FW-2_07072014114523_2739814
2216667,Midea,HS-502FWE(SZ),,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,07/25/2014,07/02/2014,"United States, Canada",ES_1030337_HS-502FWE(SZ)_07072014114523_2739814
2329400,Midea,HS-507FWE,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,11/06/2018,11/09/2018,"United States, Canada",ES_1030337_HS-507FWE_11092018050728_0048635
2329397,Midea,HS625FEW,,Upright Freezer,Automatic,No,No,No,No,17,29.9,438,486,10,No,11/06/2018,11/09/2018,"United States, Canada",ES_1030337_HS625FEW_11092018043333_8013314
2329398,Midea,HS772FEW,,Upright Freezer,Automatic,No,No,No,No,21,37,492,547,10,No,11/06/2018,11/09/2018,"United States, Canada",ES_1030337_HS772FEW_11092018050408_9848367
2330142,Midea,MU138SWAR1RC1,,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,394,438,10,No,11/21/2018,11/22/2018,"United States, Canada",ES_1030337_MU138SWAR1RC1_11222018061950_7590770
2285115,Midea,URBD142E,,Chest Freezer,Manual,Yes,No,No,No,5,8.8,195,218,11,No,11/25/2016,11/24/2016,"United States, Canada",ES_1030337_URBD142E _11242016011332_70109145
2285116,Midea,URBD99DE,,Chest Freezer,Manual,Yes,No,No,No,3.5,6.2,172,194,11,No,11/25/2016,11/24/2016,"United States, Canada",ES_1030337_URBD99DE_11242016011332_70109145
2210471,Midea,WHS-109FW1,"Freezers,WHS-109FB1,; Freezers,WHS-109FSS1,",Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,04/30/2014,04/23/2014,United States,ES_1030337_WHS-109FW1_05062014020144_1704311
2216664,Midea,WHS-502FWEB1(E),,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,07/25/2014,07/02/2014,"United States, Canada",ES_1030337_WHS-502FWEB1(E)_07072014114523_2739814
2216665,Midea,WHS-502FWESS1(E),,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,07/25/2014,07/02/2014,"United States, Canada",ES_1030337_WHS-502FWESS1(E)_07072014114523_2739814
2216668,Midea,WHS-502FWEW1(E),,Upright Freezer,Automatic,No,No,No,No,13.8,24.3,391,438,11,No,07/25/2014,07/02/2014,"United States, Canada",ES_1030337_WHS-502FWEW1(E) _07072014114523_2739814
2222795,Amana,AZB33X18D*,,Upright Freezer,Automatic,No,No,No,No,17.7,31.2,447,497,10,No,11/10/2014,10/09/2014,"United States, Canada",ES_0022856_AZB33X18D*_10142014101026_2769601
2223895,Amana,AZB33X20D*,,Upright Freezer,Automatic,No,No,No,No,19.7,34.6,473,527,10,No,11/24/2014,10/29/2014,"United States, Canada",ES_0022856_AZB33X20D*_10292014105615_2774957
2291926,Arctic King,ACFM102ADW,",ACFM102ADOT,",Chest Freezer,Manual,No,No,No,No,10.2,18,214,239,10,No,03/15/2017,03/06/2017,"United States, Canada",ES_1030337_ACFM102ADW_03062017084054_9654106
2333367,Arctic King,ARU030S1ARSS,,Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,02/12/2019,02/12/2019,"United States, Canada",ES_1030337_ARU030S1ARSS_02122019062545_2745718
2333368,Arctic King,ARU030S1ARWW,,Upright Freezer,Manual,Yes,No,No,No,3,5.3,240,272,12,No,02/12/2019,02/12/2019,"United States, Canada",ES_1030337_ARU030S1ARWW_02122019062527_2727762
2319455,Arctic King,AUFM011AEW,,Upright Freezer,Manual,Yes,No,No,No,1.1,1.9,215,242,11,No,04/10/2017,03/13/2017,"United States, Canada",ES_1030337_AUFM011AEW_05072018022248_70123329
2210429,Arctic King,AUFM021AEW,,Upright Freezer,Manual,Yes,No,No,No,2.1,3.7,219,258,15,No,04/25/2014,03/20/2014,United States,ES_1030337_AUFM021AEW_05052014233909_3149145
