ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Display Type,Panel Technology,Backlight Technology,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2019 Criteria
2334177,PROMETHEAN LIMITED,Promethean,ActivPanel,AP7-A75,,Signage Display,TFT LCD,LED,,8.3,74.5,2366.09,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"HDMI 2.0,DisplayPort 1.2,Composite,VGA,USB 2.0,Other",Ac power supply,148,163.9,0.39,0.5,0,,,,,350,None,1200,,,02/28/2019,03/04/2019,"United States, Taiwan, Canada",ES_1139158_AP7-A75_02282019161815_9510919,No
2334088,PROMETHEAN LIMITED,Promethean,AP7-B70,AP7-B70,,Signage Display,TFT LCD,LED,,8.3,69.4,2093.77,Touch Screen,None,None,"HDMI 2.0,VGA,USB 2.0,Other,USB 3.0,DisplayPort 1.3",Ac power supply,142.69,,0.28,,0.01,,,439.05,89,370,None,4000,,,02/28/2019,02/27/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1135198_AP7-B70_02282019170650_9196944,No
2334089,PROMETHEAN LIMITED,Promethean,AP7-B75,AP7-B75,,Signage Display,TFT-LCD,LED,,8.3,74.6,2403.56,Touch Screen,None,None,"HDMI 2.0,VGA,USB 2.0,Other,USB 3.0,DisplayPort 1.3",Ac power supply,153.8,,0.3,,0.01,,,473.34,89,370,None,5000,,,02/28/2019,02/27/2019,"United States, Switzerland, Taiwan, Japan, Canada",ES_1135198_AP7-B75_02282019171014_1547457,No
2333987,PROMETHEAN LIMITED,Promethean,ActivPanel,AP7-U65,,Signage Display,TFT LCD,LED,,8.3,64.5,1779.11,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"HDMI 2.0,Composite,VGA,USB 2.0,Other",Ac power supply,117.46,142.4,0.3,0.5,0,,,,,350,None,1200,,,02/01/2019,02/27/2019,"United States, Taiwan, Canada",ES_1139158_AP7-U65_02252019142625_7073938,No
2334178,PROMETHEAN LIMITED,Promethean,ActivPanel,AP7-U75,,Signage Display,TFT LCD,LED,,8.3,74.5,2366.09,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"HDMI 2.0,Composite,VGA,USB 2.0,Other",Ac power supply,148,163.9,0.39,0.5,0,,,,,350,None,1200,,,02/28/2019,03/04/2019,"United States, Taiwan, Canada",ES_1139158_AP7-U75_02282019170400_4841729,No
2308619,PROMETHEAN LIMITED,Promethean Limited,AP6-65-4K,AP6-65-4K,,Signage Display,TN LCD,LED,3840 x 2160,8.3,64.5,1777.67,Touch Screen,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,99.61,,0.32,,0.01,,,307.2,,400,None,4000,,,12/20/2017,12/22/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1139158_AP6-65-4K_01022018210512_9914088,No
2308742,PROMETHEAN LIMITED,Promethean Limited,AP6-75-4K,AP6-75-4K,,Signage Display,TN LCD,LED,3840 x 2160,8.3,74.4,2371.62,Touch Screen,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,155.47,,0.34,,0.01,,,478.61,,400,None,4000,,,12/20/2017,01/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_1139158_AP6-75-4K _01052018163120_3897140,No
2308620,PROMETHEAN LIMITED,Promethean Limited,VTP2-75-4K,VTP2-75-4K,,Signage Display,TN LCD,LED,3840 x 2160,8.3,74.6,2371.62,Touch Screen,None,None,"HDMI 1.4,VGA,DVI",Ac power supply,142.87,,0.43,,0.01,,,440.49,,400,None,4000,,,12/20/2017,12/22/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1139158_VTP2-75-4K_01022018212147_6110734,No
2309638,Prowise BV.,Prowise,PW.1.13055.0002,PW.1.13055.0002,,Signage Display,IPS LCD,LED,,8.3,54.6,1275.72,"User Adjustable Backlight,Plug-in Module (Removable),Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",Touch Screen,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,USB 2.0,VGA,Other,USB 3.0",Ac power supply,80.8,117.2,0.32,2,0.01,,,,,350,None,1200,,,05/19/2016,01/26/2018,United States,ES_1140894_PW.1.13055.0002_01262018160615_5325421,No
2308618,Prowise BV.,Prowise,PW.1.13065.0002,PW.1.13065.0002,,Signage Display,IPS LCD,LED,,8.3,64.5,1777.67,"User Adjustable Backlight,Plug-in Module (Removable),Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",Touch Screen,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,USB 2.0,VGA,Other,USB 3.0",Ac power supply,99.92,134.5,0.36,2,0.01,,,,,350,None,1200,,,05/19/2016,12/20/2017,United States,ES_1140894_PW.1.13065.0002_01022018204953_2024428,No
2308616,Prowise BV.,Prowise,PW.1.13075.0001,PW.1.13075.0001,,Signage Display,IPS LCD,LED,,8.3,74.5,2371.62,"User Adjustable Backlight,Plug-in Module (Removable),Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",Touch Screen,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,USB 2.0,VGA,Other,USB 3.0",Ac power supply,149.2,154.2,0.37,2,0.01,,,,,350,None,1200,,,05/19/2016,12/20/2017,United States,ES_1140894_PW.1.13075.0001_01022018203923_5768798,No
2308617,Prowise BV.,Prowise,PW.1.13086.0001,PW.1.13086.0001,,Signage Display,IPS LCD,LED,,8.3,85.6,3130.98,"User Adjustable Backlight,Plug-in Module (Removable),Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",Touch Screen,"HDMI 1.4,HDMI 2.0,DisplayPort 1.2,USB 2.0,VGA,Other,USB 3.0",Ac power supply,159.7,165.9,0.37,2,0.01,,,,,350,None,1200,,,05/19/2016,12/20/2017,United States,ES_1140894_PW.1.13086.0001 _01022018204422_2029482,No
2307264,Prowise BV.,Prowise,PW.1.14065.0001,PW.1.14065.0001,,Signage Display,IPS LCD,LED,,8.3,64.5,1779.11,"Flash Memory-card/Smart-card Reader Gesture Recognition,Other,User Adjustable Backlight,Plug-in Module (Removable),Built-In Speakers,Bluetooth","Gesture Recognition,Touch Screen,Built-In Speakers,Bluetooth",None,"HDMI 1.4,DisplayPort 1.2,USB 2.0,USB 3.0",Ac power supply,108.47,135.5,0.39,0.5,0,,,,,350,None,1200,,,04/28/2017,11/17/2017,"United States, Canada",ES_1140894_PW.1.14065.0001_12012017075030_70159864,No
2321391,Prowise BV.,Prowise,PW.1.14075.0001,PW.1.14075.0001,,Signage Display,IPS LCD,LED,,8.3,75,2372.87,"Flash Memory-card/Smart-card Reader Gesture Recognition,Other,User Adjustable Backlight,Plug-in Module (Removable),Touch Screen,Built-In Speakers,Bluetooth","Gesture Recognition,Touch Screen,Built-In Speakers,Bluetooth",None,"HDMI 1.4,DisplayPort 1.2,USB 2.0,USB 3.0",Ac power supply,141.91,156.7,0.35,0.5,0,,,,,350,None,1200,,,06/18/2018,06/06/2018,"United States, Canada",ES_1140894_PW.1.14075.0001_06112018042732_70179523,No
2333061,Prowise BV.,Prowise,Prowise Touchscreen,PW.1.15065.0001,,Signage Display,TFT LCD,LED,,8.3,64.5,1779.11,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"HDMI 2.0,USB 2.0,Other,USB 3.0",Ac power supply,120,138.1,0.22,0.5,0,,,,,350,None,1200,,,01/15/2019,01/25/2019,United States,ES_1140894_PW.1.15065.0001_01152019135245_2015802,No
2299506,Sampo Corporation,Sampo,PME55MA,PME55MA,,Signage Display,TN LCD,LED,,2.1,54.6,1275.65,None,None,None,"HDMI 1.4,DVI,Other",Ac power supply,110.43,116,0.19,0.5,0,,,,,409.6,None,1000,,,01/27/2014,07/11/2017,"United States, Taiwan, Japan, Canada",ES_1086330_PME55MA_07112017103123_9083112,No
2262607,"Samsung Electronics Co., Ltd.",Samsung,DC40E-H,DC40E-H,,Signage Display,VA LCD,LED,1920 x 1080,2.7,40,683.8,"Automatic Brightness Control,User Adjustable Backlight",None,None,"HDMI 2.0,Component,Composite,DVI,VGA",Ac power supply,69.4,77.4,0.35,0.5,0.33,,,,,610,None,5000,,,03/30/2016,03/18/2016,"United States, Switzerland, Japan, Canada",ES_1023593_DC40E-H_01262016010215_0135899,No
2262606,"Samsung Electronics Co., Ltd.",Samsung,DC48E-H,DC48E-H,,Signage Display,VA LCD,LED,1920 x 1080,2.7,47.6,968.73,"Automatic Brightness Control,User Adjustable Backlight",Automatic Brightness Control,None,"HDMI 2.0,Component,Composite,DVI,VGA",Ac power supply,89.5,110.3,0.35,0.5,0.33,34.5,89.5,,,650,None,5000,,,03/30/2016,06/12/2017,"United States, Switzerland, Japan, Canada",ES_1023593_DC48E-H_01262016010735_0455774,No
2274345,"Samsung Electronics Co., Ltd.",Samsung,PH49F,PH49F,,Signage Display,VA LCD,LED,1920 x 1080,2.1,48.5,1005.28,"Automatic Brightness Control,User Adjustable Backlight",Automatic Brightness Control,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,104.8,119.6,0.26,0.5,0.22,38,104.8,,,730,None,4000,,,08/20/2016,08/08/2016,"United States, Switzerland, Canada",ES_1023593_PH49F_08082016074521_2321410,No
2287672,"Samsung Electronics Co., Ltd.",Samsung,PH49F-P,PH49F-P,,Signage Display,VA LCD,LED,1920 x 1080,2.1,48.5,1005.28,"Automatic Brightness Control,User Adjustable Backlight",Automatic Brightness Control,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,105.6,119.5,0.32,0.5,0.3,40.8,105.6,,,720,None,4000,,,01/20/2017,01/05/2017,"United States, Switzerland, Canada",ES_1023593_PH49F-P_01052017074154_2114696,No
2274344,"Samsung Electronics Co., Ltd.",Samsung,PH55F,PH55F,,Signage Display,VA LCD,LED,1920 x 1080,2.1,54.6,1275.67,"Automatic Brightness Control,User Adjustable Backlight",Automatic Brightness Control,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,124.1,144.9,0.24,0.5,0.21,39.6,124.1,,,725,None,4000,,,08/20/2016,08/08/2016,"United States, Switzerland, Canada",ES_1023593_PH55F_08082016074054_2054499,No
2287671,"Samsung Electronics Co., Ltd.",Samsung,PH55F-P,PH55F-P,,Signage Display,VA LCD,LED,1920 x 1080,2.1,54.6,1275.67,"Automatic Brightness Control,User Adjustable Backlight",Automatic Brightness Control,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,109.6,138.4,0.3,0.5,0.28,40.6,109.6,,,590,None,4000,,,01/20/2017,01/05/2017,"United States, Switzerland, Canada",ES_1023593_PH55F-P_01052017073640_1800582,No
2302630,"Samsung Electronics Co., Ltd.",Samsung,QB65H,QB65H,"QB65H-N,QB65H-N,",Signage Display,VA LCD,LED,3840 x 2160,8.3,64.5,1779.11,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2",Ac power supply,112.9,143.5,0.24,0.5,0.21,,,,,448,None,4700,,,09/20/2017,08/24/2017,"United States, Switzerland, Canada",ES_1023593_QB65H_08252017054556_9956536,No
2301926,"Samsung Electronics Co., Ltd.",Samsung,QH55H,QH55H,,Signage Display,VA LCD,LED,3840 x 2160,8.3,54.6,1275.67,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2",Ac power supply,113.4,128.8,0.38,0.5,0.35,,,,,630,None,4700,,,08/30/2017,08/09/2017,"United States, Switzerland, Canada",ES_1023593_QH55H_08102017050336_1416798,No
2301927,"Samsung Electronics Co., Ltd.",Samsung,QH65H,QH65H,,Signage Display,VA LCD,LED,3840 x 2160,8.3,64.5,1779.11,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2",Ac power supply,134.7,161.5,0.39,0.5,0.37,,,,,690,None,4700,,,08/30/2017,08/09/2017,"United States, Switzerland, Canada",ES_1023593_QH65H_08102017050355_1435858,No
2318771,"Samsung Electronics Co., Ltd.",Samsung,QM43N,QM43N,"QB43N,QB43N,",Signage Display,VA LCD,LED,,8.3,42.5,771.85,User Adjustable Backlight,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,68.6,81.6,0.35,0.5,0.25,,,,,428,None,4000,,,06/03/2018,04/22/2018,"United States, Switzerland, Canada",ES_1023593_QM43N_04232018093027_5827709,No
2272834,"Samsung Electronics Co., Ltd.",Samsung,QM49F,QM49F,"SMT-4933,SMT-4933,",Signage Display,VA LCD,LED,3840 x 2160,8.3,48.5,1005.28,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,88.8,98.2,0.28,0.5,0.27,,,,,400,None,4700,,,07/25/2016,07/21/2016,"United States, Switzerland, Canada",ES_1023593_QM49F_07212016092200_2920940,No
2299562,"Samsung Electronics Co., Ltd.",Samsung,QM49H,QM49H,,Signage Display,VA LCD,LED,3840 x 2160,8.3,48.5,1005.28,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,92.6,104.5,0.38,0.5,0.35,,,,,480,None,4700,,,07/20/2017,06/29/2017,"United States, Switzerland, Canada",ES_1023593_QM49H_06302017070202_6122287,No
2318770,"Samsung Electronics Co., Ltd.",Samsung,QM49N,QM49N,"QB49N,QB49N,",Signage Display,VA LCD,LED,,8.3,48.5,1005.28,User Adjustable Backlight,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,82.7,100.8,0.28,0.5,0.24,,,,,426,None,4000,,,06/03/2018,04/22/2018,"United States, Switzerland, Canada",ES_1023593_QM49N_04232018093133_5893042,No
2272833,"Samsung Electronics Co., Ltd.",Samsung,QM55F,QM55F,,Signage Display,VA LCD,LED,3840 x 2160,8.3,54.6,1275.67,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,101.7,120.5,0.27,0.5,0.26,,,,,490,None,4700,,,07/25/2016,07/21/2016,"United States, Switzerland, Canada",ES_1023593_QM55F_07212016092139_2899506,No
2299563,"Samsung Electronics Co., Ltd.",Samsung,QM55H,QM55H,,Signage Display,VA LCD,LED,3840 x 2160,8.3,54.6,1275.67,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,101.7,123.9,0.37,0.5,0.34,,,,,485,None,4700,,,07/20/2017,06/29/2017,"United States, Switzerland, Canada",ES_1023593_QM55H_06302017070223_6143303,No
2318772,"Samsung Electronics Co., Ltd.",Samsung,QM55N,QM55N,"QB55N,QB55N,",Signage Display,VA LCD,LED,,8.3,54.6,1275.67,User Adjustable Backlight,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,86.9,117.4,0.27,0.5,0.23,,,,,394,None,4000,,,06/03/2018,04/22/2018,"United States, Switzerland, Canada",ES_1023593_QM55N_04232018093357_6037889,No
2273307,"Samsung Electronics Co., Ltd.",Samsung,QM65F,QM65F,,Signage Display,VA LCD,LED,3840 x 2160,8.3,64.5,1779.11,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,127,145.5,0.24,0.5,0.22,,,,,430,None,4700,,,08/10/2016,07/26/2016,"United States, Switzerland, Canada",ES_1023593_QM65F_07262016071049_7050015,No
2299564,"Samsung Electronics Co., Ltd.",Samsung,QM65H,QM65H,,Signage Display,VA LCD,LED,3840 x 2160,8.3,64.5,1779.11,User Adjustable Backlight,None,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,116,145.2,0.38,0.5,0.35,,,,,410,None,4700,,,07/20/2017,06/29/2017,"United States, Switzerland, Canada",ES_1023593_QM65H_06302017070254_6174634,No
2318921,"Samsung Electronics Co., Ltd.",Samsung,QM65N,QM65N,"QB65N,QB65N,",Signage Display,VA LCD,LED,,8.3,64.5,1779.11,User Adjustable Backlight,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,114,138.2,0.28,0.5,0.18,,,,,387,None,4000,,,06/03/2018,04/26/2018,"United States, Switzerland, Canada",ES_1023593_QM65N_04272018055718_8638501,No
2319303,"Samsung Electronics Co., Ltd.",Samsung,QM75N,QM75N,"QB75N,QB75N,",Signage Display,VA LCD,LED,,8.3,74.6,2381.36,User Adjustable Backlight,Built-In Speakers,None,"HDMI 2.0,DisplayPort 1.2,DVI",Ac power supply,143.1,169.7,0.19,0.5,0.18,,,,,371,None,4000,,,06/03/2018,05/03/2018,"United States, Switzerland, Canada",ES_1023593_QM75N_05042018034014_5214890,No
2270591,"Samsung Electronics Co., Ltd.",Samsung,S19E200BR,S19E200BR,,Monitor,TN LCD,LED,1280 x 1024,1.3,19,176.1,None,None,None,"DVI,VGA",Ac power supply,11.92,,0.07,,0.06,,,36.96,44.5,250,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS19E45KMRSKR_06242016153647_1124799,No
2271112,"Samsung Electronics Co., Ltd.",Samsung,S19E450MR,S19E450MR,"S19E450BR,S19E450BR,",Monitor,TN LCD,LED,1280 x 1024,1.3,19,176.1,Built-In Speakers,Built-In Speakers,None,"DVI,VGA,Other",Ac power supply,15.93,,0.13,,0,,,49.58,44.5,250,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S19E450MR S19E450BR_06282016233926_7631660,No
2272210,"Samsung Electronics Co., Ltd.",Samsung,S19E450MR,S19E450MR,"S19E450BR,S19E450BR,",Monitor,TN LCD,LED,1280 x 1024,1.3,19,176.1,Built-In Speakers,Built-In Speakers,None,"DVI,VGA,Other",Ac power supply,13.58,,0.13,,0,,,42.38,44.5,250,None,1000,,,07/01/2016,07/12/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S19E450MR S19E450BR_07122016143729_7518526,No
2271098,"Samsung Electronics Co., Ltd.",Samsung,"S22E200B, S22E200N","S22E200B, S22E200N",,Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,"DVI,VGA",Ac power supply,13.81,,0.06,,0.06,,,42.68,50.6,250,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S22E200B S22E200N_06282016224356_3418787,No
2271101,"Samsung Electronics Co., Ltd.",Samsung,S22E200BW,S22E200BW,,Monitor,TN LCD,LED,1680 x 1050,1.8,22,217.53,None,None,None,"DVI,VGA",Ac power supply,12.85,,0.06,,0.06,,,39.73,48.7,250,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S22E200BW_06282016225032_4923649,Yes
2270566,"Samsung Electronics Co., Ltd.",Samsung,S22E200NY,S22E200NY,,Monitor,TFT LCD,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,VGA,Ac power supply,13.08,,0.05,,0.04,,,40.4,50.6,200,None,600,,,03/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS22E20KNYZA_06242016132232_5292678,Yes
2270593,"Samsung Electronics Co., Ltd.",Samsung,S22E450M,S22E450M,"S22E450B,S22E450B,; S22E450D,S22E450D,; S22E450F,S22E450F,",Monitor,TN LCD,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,"DVI,VGA",Ac power supply,15.93,,0.16,,0,,,49.75,50.6,250,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS22E45KMSSKR_06242016154731_8418169,No
2270597,"Samsung Electronics Co., Ltd.",Samsung,S22E450MW,S22E450MW,"S22E450BW,S22E450BW,; S22E450DW,S22E450DW,",Monitor,TN LCD,LED,1680 x 1050,1.8,22,217.53,None,None,None,"DVI,VGA",Ac power supply,14.6,,0.16,,0,,,45.65,48.7,250,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS22E45KMWXK_06242016155608_7355235,No
2270596,"Samsung Electronics Co., Ltd.",Samsung,S22E650D,S22E650D,,Monitor,ADS,LED,1920 x 1080,2.1,21.5,197.52,None,None,None,"DisplayPort 1.2,DVI,VGA",Ac power supply,15.25,,0.14,,0,,,47.56,50.6,250,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS22E65UDSEN_06242016155225_3766310,No
2271086,"Samsung Electronics Co., Ltd.",Samsung,S23E200B,S23E200B,,Monitor,TN LCD,LED,1920 x 1080,2.1,23,226.04,None,None,None,"DVI,VGA",Ac power supply,15.05,,0.06,,0.06,,,46.47,50.8,250,None,1000,,,07/01/2016,06/27/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S23E200B_06282016222345_4613597,No
2271108,"Samsung Electronics Co., Ltd.",Samsung,S23E450B,S23E450B,,Monitor,TN LCD,LED,1920 x 1080,2.1,23,226.04,None,None,None,"DVI,VGA",Ac power supply,15.28,,0.14,,0,,,47.63,50.8,250,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S23E450B_06282016231709_2786085,No
2270601,"Samsung Electronics Co., Ltd.",Samsung,S23E650D,S23E650D,"S23E650K,S23E650K,",Monitor,Plasma,LED,1920 x 1080,2.1,23,226.04,None,None,None,"DisplayPort 1.2,DVI,VGA",Ac power supply,14.39,,0.14,,0,,,44.88,50.8,300,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS23E65UDCEN_06242016160334_2988008,No
2270704,"Samsung Electronics Co., Ltd.",Samsung,S24E200BL,S24E200BL,,Monitor,TN LCD,LED,1920 x 1080,2.1,23.5,237.99,None,None,None,"DVI,VGA",Ac power supply,13.57,,0.07,,0.06,,,42,53.3,300,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS24E20KBLVGO_06242016204659_5936247,Yes
2270705,"Samsung Electronics Co., Ltd.",Samsung,S24E450DL,S24E450DL,"S24E450BL,S24E450BL,",Monitor,TN LCD,LED,1920 x 1080,2.1,23.5,237.99,None,None,None,"DisplayPort 1.2,DVI,VGA",Ac power supply,14.16,,0.14,,0,,,44.23,53.3,300,None,1000,,,07/01/2016,07/06/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_LS24E45UDLCEN_06242016205216_3723705,No
2271109,"Samsung Electronics Co., Ltd.",Samsung,S24E450M,S24E450M,"S24E450B, S24E450F, S24E450D, S24E450DN,S24E450B, S24E450F, S24E450D, S24E450DN,",Monitor,TN LCD,LED,1920 x 1080,2.1,24,246.12,None,None,None,"DVI,VGA,Other",Ac power supply,15.46,,0.16,,0,,,48.3,54.9,250,None,1000,,,07/01/2016,09/08/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S24E450M S24E450F S24E4_06282016232156_5473822,No
2271102,"Samsung Electronics Co., Ltd.",Samsung,S24E650MW,S24E650MW,"S24E650DW, S24E650XW, S24E650BW,S24E650DW, S24E650XW, S24E650BW,",Monitor,TN LCD,LED,1920 x 1200,2.3,24.1,258.88,Built-In Speakers,Built-In Speakers,None,"DVI,VGA,Other",Ac power supply,19.8,,0.16,,0,,,61.64,58.9,250,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S24E650MW S24E650DW S24_06282016225358_4061858,No
2272211,"Samsung Electronics Co., Ltd.",Samsung,S24E650MW,"S24E650MW,","S24E650DW, S24E650XW, S24E650BW,S24E650DW, S24E650XW, S24E650BW,",Monitor,TN LCD,LED,1920 x 1200,2.3,24.1,258.88,Built-In Speakers,Built-In Speakers,None,"DVI,VGA,Other",Ac power supply,18.86,,0.16,,0,,,58.75,58.9,250,None,1000,,,07/01/2016,07/12/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S24E650MW S24E650DW S24_07122016144152_4397337,No
2271105,"Samsung Electronics Co., Ltd.",Samsung,"S24E650XL, S24E650PL","S24E650XL, S24E650PL",,Monitor,PLS,LED,1920 x 1080,2.1,23.5,237.99,None,Built-In Speakers,None,"DisplayPort 1.2,DVI,VGA,Other",Ac power supply,15.89,,0.13,,0,,,49.48,53.3,250,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S24E650XL S24E650PL_06282016230529_7966711,No
2294823,"Samsung Electronics Co., Ltd.",Samsung,S24H650FDU,S24H650FD,"S24H650FDA, S24H650FDC, S24H650FDE, S24H650FDI, S24H650FDK, S24H650FDL, S24H650FDM, S24H650FDN, S24H650FDW,,",Monitor,TN LCD,LED,1920 x 1080,2.1,23.8,242.04,None,None,None,"DisplayPort 1.2,USB 2.0,Other",Ac power supply,16.3,,0.1,,0,,,50.83,54.1,250,None,1000,,,05/01/2017,04/20/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S24H650FD_04242017212255_5308942,No
2294232,"Samsung Electronics Co., Ltd.",Samsung,S24H650GDU,S24H650GDU,"S24H650GDA,S24H650GDA,; S24H650GDC,S24H650GDC,; S24H650GDE,S24H650GDE,; S24H650GDI,S24H650GDI,; S24H650GDK,S24H650GDK,; S24H650GDL,S24H650GDL,; S24H650GDM,S24H650GDM,; S24H650GDN,S24H650GDN,; S24H650GDW,S24H650GDW,",Monitor,TFT LCD,LED,1920 x 1200,2.3,24.1,258.88,None,None,None,"HDMI 1.4,DisplayPort 1.2,VGA,USB 2.0",Ac power supply,16.2,,0.16,,0,,,50.59,58.9,269.4,None,1000,,,05/21/2017,04/12/2017,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S24H650GDU_04122017144945_2803098,No
2271107,"Samsung Electronics Co., Ltd.",Samsung,"S27E450D, S27E450B","S27E450D, S27E450B",,Monitor,TN LCD,LED,1920 x 1080,2.1,27,311.5,None,None,None,"DisplayPort 1.2,DVI,VGA",Ac power supply,19.82,,0.14,,0,,,61.59,64,300,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S27E450D S27E450B_06282016231332_4243841,No
2271110,"Samsung Electronics Co., Ltd.",Samsung,S27E650X,S27E650X,"S27E650D,S27E650D,",Monitor,PLS,LED,1920 x 1080,2.1,15.4,311.5,Built-In Speakers,Built-In Speakers,None,"DisplayPort 1.2,DVI,VGA,Other",Ac power supply,15.75,,0.14,,0,,,49.1,64,300,None,1000,,,07/01/2016,06/28/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1023593_S27E650X S27E650D_06282016232907_9556008,Yes
