ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Type,Fuel Type,Vent Type,Storage Volume (gallons),Tank Height (in.),Height to Vent (in.),Tank Diameter (in.),Vent Size (in.),Vent Size 2 (in.),Max Heat Output (kBtu/hr),Input Rate  - Gas-fired (kBtu/hr),Thermal Efficiency (TE),Standby Loss (Btu/hr),Electric Input - Electric Heat Pump (kW),Coefficient of Performance (COPh),Optional Status and Messaging Features,Date Available On Market,Date Certified,Markets,CB Model Identifier
2327745,A.O. Smith Corporation,A. O. Smith,XWH 1300,XWH 1300,,Gas Tankless,"Propane,Gas",Power Direct Vent,10,,36,,8,,1235,1300,0.95,,,,,09/01/2011,12/12/2018,"United States, Canada",ES_92897_XWH 1300_10122018181235_9009112
2327746,A.O. Smith Corporation,A. O. Smith,XWH 1000N,XWH 1000N,,Gas Tankless,Gas,Power Direct Vent,8,,36,,6,,874,920,0.95,,,,,09/01/2011,12/12/2018,"United States, Canada",ES_92897_XWH 1000N_10122018181345_1570831
2327747,A.O. Smith Corporation,A. O. Smith,XWH 1000P,XWH 1000P,,Gas Tankless,Propane,Power Direct Vent,8,,36,,6,,949.905,999.9,0.95,,,,,09/01/2011,12/12/2018,"United States, Canada",ES_92897_XWH 1000P_10122018181348_0426562
2327748,A.O. Smith Corporation,American,Polaris,PG10 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2NV 200_10122018181643_5806188
2327749,A.O. Smith Corporation,American,Polaris,PG10 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2PV 201_10122018181646_4105511
2327750,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 200_10122018181649_0801652
2327751,A.O. Smith Corporation,State,Polaris,GHX 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 N 200_10122018181651_2306559
2327752,A.O. Smith Corporation,American,Polaris,PR 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 N 200_10122018181654_5065984
2327753,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2NV 200_10122018181657_3190584
2327754,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 200_10122018181659_4379846
2327755,A.O. Smith Corporation,State,Polaris,SPC 34 150 NE 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 NE 200_10122018181702_4631017
2327756,A.O. Smith Corporation,American,Polaris,PC 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 N 200_10122018181704_5820279
2327757,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 201_10122018181707_6420114
2327758,A.O. Smith Corporation,State,Polaris,GHX 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 P 201_10122018181710_3116254
2327759,A.O. Smith Corporation,American,Polaris,PR 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 P 201_10122018181713_8732599
2327760,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2PV 201_10122018181715_7970014
2327761,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 201_10122018181718_9126256
2327762,A.O. Smith Corporation,State,Polaris,SPC 34 150 PE 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 PE 201_10122018181720_6171061
2327763,A.O. Smith Corporation,American,Polaris,PC 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 P 201_10122018181723_6803915
2327764,A.O. Smith Corporation,American,Polaris,PG10 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PG10 34 150 2NV 200_10122018181727_0861610
2327765,A.O. Smith Corporation,American,Polaris,PG10 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PG10 34 150 2PV 201_10122018181730_1112781
2327766,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GSP 150 200_10122018181732_7285533
2327767,A.O. Smith Corporation,State,Polaris,GHX 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 34 150 N 200_10122018181735_6838592
2327768,A.O. Smith Corporation,American,Polaris,PR 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 34 150 N 200_10122018181738_4614528
2327769,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 34 150 2NV 200_10122018181740_9151077
2327770,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BSS 150 200_10122018181743_0340340
2327771,A.O. Smith Corporation,State,Polaris,SPC 34 150 NE 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 34 150 NE 200_10122018181745_0416787
2327772,A.O. Smith Corporation,American,Polaris,PC 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 34 150 N 200_10122018181748_2129437
2327773,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_GSP 150 201_10122018181751_9348965
2327774,A.O. Smith Corporation,State,Polaris,GHX 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_GHX 34 150 P 201_10122018181754_8204696
2327775,A.O. Smith Corporation,American,Polaris,PR 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PR 34 150 P 201_10122018181756_2184838
2327776,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_PGC3 34 150 2PV 201_10122018181759_1389233
2327777,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,"United States, Canada",ES_92897_BSS 150 201_10122018181802_1673424
2327778,A.O. Smith Corporation,State,Polaris,SPC 34 150 PE 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,United States,ES_92897_SPC 34 150 PE 201_10122018181804_9274635
2327779,A.O. Smith Corporation,American,Polaris,PC 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,12/10/2018,Canada,ES_92897_PC 34 150 P 201_10122018181807_3495541
2327780,Bradford White Corporation,Bradford White,EF100T399*X*,EF100T399*X2,,Gas Storage,Propane,Power Direct Vent,100,69,5,26,3,4,375.06,399,0.94,1075,,,,04/01/2013,11/05/2018,"United States, Canada",ES_92896_EF100T399*X2_10122018182050_1359475
2327781,Bradford White Corporation,Bradford White,EF100T399E*N*,EF100T399E*N2,,Gas Storage,Gas,Power Direct Vent,100,69,5,26,3,4,375.06,399,0.94,1075,,,,04/01/2013,11/05/2018,"United States, Canada",ES_92896_EF100T399E*N2_10122018182053_6975820
2327782,"Lochinvar, LLC",Lochinvar,ARMOR WALL MOUNT,"WA(N,L)200",,Gas Tankless,"Propane,Gas",Direct Vent,1,,,,3,,191.904,199.9,0.96,,,,,12/04/2012,10/12/2018,"United States, Canada","ES_1028919_WA(N,L)200_10122018182301_7441267"
2327783,"Lochinvar, LLC",Lochinvar,OUTDOOR ARMOR,"OA(N,L)801",,Gas Tankless,"Propane,Gas",Direct Vent,4,,,,6,,768,800,0.96,,,,,10/24/2012,10/12/2018,United States,"ES_1028919_OA(N,L)801_10122018182509_2573778"
2327784,HTP Comfort Solutions LLC,HTP,Phoenix Multi-Fit,PHM199-100,,Gas Storage,"Propane,Gas",Direct Vent,100,63,18.2,27,3,,189.05,199,0.95,445,,,,12/10/2014,12/12/2018,"United States, Canada",ES_29975_PHM199-100_10122018182709_2253476
2327785,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater Multi-Fit,WGCM100**199,,Gas Storage,"Propane,Gas",Power Direct Vent,100,63,18.2,27,3,,189.05,199,0.95,445,,,,12/10/2014,12/12/2018,"United States, Canada",ES_29975_WGCM100**199_10122018182711_2362943
2327786,NY Thermal Inc.,Trinity,Trinity,LX600WH,,Gas Tankless,Gas,Direct Vent,4,,,,4,,576,600,0.96,,,,,11/06/2014,12/12/2018,"United States, Canada",ES_1016238_LX600WH_10122018182832_3661070
2327787,Noritz America Corporation,Noritz,NCC300DV,NCC300DV (GQ-C5032WZ-FF US),,Gas Tankless,"Propane,Gas",Power Direct Vent,0,,,,4,4,291,300,0.97,,,,,01/01/2018,12/12/2018,"United States, Canada",ES_1070591_NCC300DV (GQ-C5032WZ-FF US)_10122018182926_2425661
2327789,HTP Comfort Solutions LLC,HTP,Phoenix,PH199-55,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,3,,189.05,199,0.95,409,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_PH199-55_10122018183155_6667190
2327790,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC055**199,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,3,,189.05,199,0.95,409,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_WGC055**199_10122018183158_2316555
2327791,HTP Comfort Solutions LLC,HTP,Phoenix,PH130-55,,Gas Storage,"Propane,Gas",Direct Vent,55,52,5.2,23,2,,122.2,130,0.94,596,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_PH130-55_10122018183310_7986363
2327792,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater,WGC055**130,,Gas Storage,"Propane,Gas",Power Direct Vent,55,52,5.2,23,2,,122.2,130,0.94,596,,,,08/20/2007,12/12/2018,"United States, Canada",ES_29975_WGC055**130_10122018183312_8095830
2327793,A.O. Smith Corporation,American,Polaris,PG10 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2NV 200_10122018183452_3061355
2327794,A.O. Smith Corporation,American,Polaris,PG10 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2PV 201_10122018183455_2614415
2327795,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 200_10122018183457_1295422
2327796,A.O. Smith Corporation,State,Polaris,GHX 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 N 200_10122018183500_3880124
2327797,A.O. Smith Corporation,American,Polaris,PR 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 N 200_10122018183502_2909796
2327798,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2NV 200_10122018183505_2986243
2327799,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 200_10122018183507_7555812
2327800,A.O. Smith Corporation,State,Polaris,SPC 34 150 NE 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 NE 200_10122018183509_8745074
2327801,A.O. Smith Corporation,American,Polaris,PC 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 N 200_10122018183512_9934336
2327802,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 201_10122018183514_3914478
2327803,A.O. Smith Corporation,State,Polaris,GHX 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 P 201_10122018183517_4547333
2327804,A.O. Smith Corporation,American,Polaris,PR 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 P 201_10122018183519_9116902
2327805,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2PV 201_10122018183521_6718114
2327806,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 201_10122018183524_7035324
2327807,A.O. Smith Corporation,State,Polaris,SPC 34 150 PE 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 PE 201_10122018183526_5508589
2327808,A.O. Smith Corporation,American,Polaris,PC 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 P 201_10122018183529_1681341
2327809,A.O. Smith Corporation,American,Polaris,PG10 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2NV 200_10122018183530_0700283
2327810,A.O. Smith Corporation,American,Polaris,PG10 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2NV 200_10122018183533_7396423
2327811,A.O. Smith Corporation,American,Polaris,PG10 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2PV 201_10122018183533_2554637
2327812,A.O. Smith Corporation,American,Polaris,PG10 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PG10 34 150 2PV 201_10122018183536_6916462
2327813,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 200_10122018183538_9010796
2327814,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 200_10122018183540_1105131
2327815,A.O. Smith Corporation,State,Polaris,GHX 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 N 200_10122018183541_2468334
2327816,A.O. Smith Corporation,State,Polaris,GHX 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 N 200_10122018183543_8815026
2327817,A.O. Smith Corporation,American,Polaris,PR 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 N 200_10122018183545_1258025
2327818,A.O. Smith Corporation,American,Polaris,PR 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 N 200_10122018183547_2272564
2327819,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2NV 200_10122018183548_4715562
2327820,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2NV 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2NV 200_10122018183550_2698458
2327821,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 200_10122018183552_7301047
2327822,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 200_10122018183554_3647740
2327823,A.O. Smith Corporation,State,Polaris,SPC 34 150 NE 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 NE 200_10122018183556_4662279
2327824,A.O. Smith Corporation,State,Polaris,SPC 34 150 NE 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 NE 200_10122018183558_0103901
2327825,A.O. Smith Corporation,American,Polaris,PC 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 N 200_10122018183600_8294539
2327826,A.O. Smith Corporation,American,Polaris,PC 34 150 N 200,,Gas Storage-type Instantaneous,Gas,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 N 200_10122018183602_6800823
2327827,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 201_10122018183604_8131006
2327828,A.O. Smith Corporation,A. O. Smith,Polaris,GSP 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_GSP 150 201_10122018183606_7750105
2327829,A.O. Smith Corporation,State,Polaris,GHX 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 P 201_10122018183607_1621563
2327830,A.O. Smith Corporation,State,Polaris,GHX 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_GHX 34 150 P 201_10122018183609_2636102
2327831,A.O. Smith Corporation,American,Polaris,PR 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 P 201_10122018183611_2363102
2327832,A.O. Smith Corporation,American,Polaris,PR 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PR 34 150 P 201_10122018183613_9997333
2327833,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2PV 201_10122018183615_9932077
2327834,A.O. Smith Corporation,American,Polaris,PGC3 34 150 2PV 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_PGC3 34 150 2PV 201_10122018183616_5755382
2327835,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 201_10122018183618_9834583
2327836,A.O. Smith Corporation,A. O. Smith,Polaris,BSS 150 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,"United States, Canada",ES_92897_BSS 150 201_10122018183620_9736307
2327837,A.O. Smith Corporation,State,Polaris,SPC 34 150 PE 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 PE 201_10122018183622_4895304
2327838,A.O. Smith Corporation,State,Polaris,SPC 34 150 PE 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,United States,ES_92897_SPC 34 150 PE 201_10122018183624_8210354
2327839,A.O. Smith Corporation,American,Polaris,PC 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 P 201_10122018183626_4208383
2327840,A.O. Smith Corporation,American,Polaris,PC 34 150 P 201,,Gas Storage-type Instantaneous,Propane,Power Direct Vent,34,48.5,6.6,22,2,,141,150,0.94,650,,,,02/15/2017,10/12/2018,Canada,ES_92897_PC 34 150 P 201_10122018183628_3271074
2327841,HTP Comfort Solutions LLC,HTP,Phoenix Multi-Fit,PHM130-100,,Gas Storage,"Propane,Gas",Direct Vent,100,63,18.2,27,2,,124.8,130,0.96,422,,,,12/10/2014,12/12/2018,"United States, Canada",ES_29975_PHM130-100_10122018183717_0987646
2327842,HTP Comfort Solutions LLC,Westinghouse,Commercial Gas Water Heater Multi-Fit,WGCM100**130,,Gas Storage,"Propane,Gas",Power Direct Vent,100,63,18.2,27,2,,124.8,130,0.96,422,,,,12/10/2014,12/12/2018,"United States, Canada",ES_29975_WGCM100**130_10122018183720_1446560
2327843,Noritz America Corporation,Noritz,NCC300OD,NCC300OD (GQ-C5032WZ US),,Gas Tankless,"Propane,Gas",Power Direct Vent,0,,,,2,,291,300,0.97,,,,,01/01/2018,12/12/2018,"United States, Canada",ES_1070591_NCC300OD (GQ-C5032WZ US)_10122018184152_6523247
