ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Configuration,Additional Handset Telephones Supported,Frequency,Standby Power (W),Off Mode Power (W),External Proxy Capability,Physical Data Ports,Low Power Wireless Technologies,Gigabit Ethernet Ports,Fast Ethernet Ports,Energy Efficient Ethernet - Gigabit,Energy Efficient Ethernet - Fast,Display Resolution (pixels),Power Over Ethernet Class,External Power Supply,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2303339,"VTech Telecommunications, Ltd.",AT&T,EL52303,EL52303,",EL52##3,1st # handsets + 1 base (w/ ITAD) + (1st # - 1) chargers(s); ,EL52103,1 handset + 1 base (w/ ITAD); ,EL52113,1 handset + 1 base (w/ ITAD); ,EL52203,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52213,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52253,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52303,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52313,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52353,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52503,5 handsets + 1 base (w/ ITAD) + 4 chargers",Analog,Cordless,2,Other,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/22/2017,09/07/2017,"United States, Canada",ES_1067513_EL52303_08292017153558_2679101
2229648,"VTech Telecommunications, Ltd.",AT&T,TL90073,TL90073,",TL90011,1HS + 1Charger; ,TL90031,1HS + 1Charger; ,TL90041,1HS + 1Charger; ,TL90051,1HS + 1Charger; ,TL90061,1HS + 1Charger; ,TL90071,1HS + 1Charger; ,TL90073,1HS + 1Charger; ,TL90081,1HS + 1Charger; ,TL900Y3,1HS + 1Charger; ,TL90XY1,1HS + 1Charger",Analog,Additional Handset,0,None,0.24,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/12/2014,12/12/2014,"United States, Canada",ES_1067513_TL90073_12112014202631_3555566
2268064,"VTech Telecommunications, Ltd.",AT&T,TL90076 HS,TL90076 HS,",TL90076 HS,1 Handset + 1 Charger; ,TL900Y6 HS,1 Handset + 1 Charger; ,TL900Y6,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/22/2016,05/27/2016,"United States, Canada",ES_1067513_TL90076 HS_05202016092925_1100274
2303917,"VTech Telecommunications, Ltd.",AT&T,TL90077,TL90077,",TL900#7,1 Handset + 1 Charger; ,TL900*7,1 Handset + 1 Charger; ,TL90077,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/07/2017,09/25/2017,United States,ES_1067513_TL90077_07102017105248_9856378
2229647,"VTech Telecommunications, Ltd.",AT&T,TL96273,TL96273,",TL96273,2HS+1BS(W/ ITAD)+1Charger; ,TL96323,3HS+1BS(W/ ITAD)+2Chargers; ,TL96373,3HS+1BS(W/ ITAD)+2Chargers; ,TL96473,4HS+1BS(W/ ITAD)+3Chargers; ,TL96XY3,XHS+1BS(W/ ITAD)+(X-1)Charger(s)",Analog,Cordless,1,None,0.79,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/12/2014,03/12/2014,"United States, Canada",ES_1067513_TL96273_12112014201531_631524
2268065,"VTech Telecommunications, Ltd.",AT&T,TL96276,TL96276,",TL96276 BS,2 Handsets +1 Base + 1 Charger; ,TL96276 HS,2 Handsets +1 Base + 1 Charger; ,TL96276,2 Handsets +1 Base + 1 Charger; ,TL96456 BS,4 Handsets + 1 Base + 3 Chargers; ,TL96456 HS,4 Handsets + 1 Base + 3 Chargers; ,TL96456,4 Handsets + 1 Base + 3 Chargers; ,TL96XY6 BS,X Handset + 1 Base + (X-1) Chargers; ,TL96XY6 HS,X Handset + 1 Base + (X-1) Chargers; ,TL96XY6,X Handset + 1 Base + (X-1) Chargers",Analog,Cordless,1,None,0.5,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/22/2016,05/27/2016,"United States, Canada",ES_1067513_TL96276_05202016092724_5371820
2299859,"VTech Telecommunications, Ltd.",AT&T,TL96457,TL96457,",TL96##7,# HS + 1 BS (W/ ITAD) + (#-1) chargers; ,TL96#*7,# HS + 1 BS (W/ ITAD) + (#-1) chargers; ,TL96457,4 HS + 1 BS (W/ ITAD) + 3 chargers; ,TL96547,5 HS + 1 BS (W/ ITAD) + 4 chargers",Analog,Cordless,1,None,0.4,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/07/2017,07/11/2017,United States,ES_1067513_TL96457_07102017104739_6755792
2262613,"VTech Telecommunications, Ltd.",at&t/vtech,EL50005,EL50005,",CS690*-#*,# Handset + # Charger; ,CS6909,1 Handset + 1 Charger; ,CS6909-15,1 Handset + 1 Charger; ,CS6909-16,1 Handset + 1 Charger; ,CS6909-17,1 Handset + 1 Charger; ,CS6909-19,1 Handset + 1 Charger; ,EL500*5,1 Handset + 1 Charger; ,EL50005,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/26/2015,01/06/2016,"United States, Canada",ES_1067513_EL50005_01082016094012_9378473
2250210,"VTech Telecommunications, Ltd.","Bell, vtech",8025244,8025244,",8025243,1 base+1 handset; ,8025244,1 base+2 handset+1 charger; ,8025245,1 base+3 handset+2 chargers; ,LS6425,1  base+1 handset; ,LS6425-2,1  base+1 handset; ,LS6425-3,1  base+1 handset; ,LS6425-4,1  base+1 handset; ,LS642Z-XY,1 base+X handset+(X-1) charger(s)",Analog,Cordless,0,None,0.79,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/04/2014,10/15/2015,"United States, Canada",ES_1067513_8025244_10132015114330_7029840
2217370,"VTech Telecommunications, Ltd.",CISCO,CP-8851NR,CP-8851NR,",CP-8851NR,NA",Voice over Internet Protocol (VoIP),Corded,0,None,3.3,0.21,Not Supported,Universal Serial Bus (USB),None,2,2,0,0,800 x 480,Class 3,No,03/12/2015,03/17/2015,United States,ES_21829_CP-7861_08142014131159_9555932
2224512,"VTech Telecommunications, Ltd.",Clarity,BT914,BT914,",BT914,1 base + 1 handset",Analog,Cordless,0,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,10/08/2014,10/08/2014,"United States, Canada",ES_1067513_BT914_11042014123749_6858178
2224513,"VTech Telecommunications, Ltd.",Clarity,BT914HS,BT914HS,",BT914HS,1HS + 1Charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,10/08/2014,10/08/2014,"United States, Canada",ES_1067513_BT914HS_11042014124658_8065454
2248382,"VTech Telecommunications, Ltd.",Clarity,D702HS,D702HS,",C1HS,1 Handset + 1 charger; ,D702HS,1 Handset + 1 charger; ,D703HS,1 Handset + 1 charger; ,D704HS,1 Handset + 1 charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,09/16/2015,"United States, Canada",ES_1067513_D702HS_09212015104645_6444818
2248381,"VTech Telecommunications, Ltd.",Clarity,D704,D704,",C1,1 Handset + 1 Base; ,D702,1 Handset + 1 Base; ,D703,1 Handset + 1 Base; ,D704,1 Handset + 1 Base",Analog,Cordless,0,None,0.5,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,02/25/2016,"United States, Canada",ES_1067513_D704_09212015105111_133172
2248383,"VTech Telecommunications, Ltd.",Clarity,D714,D714,",C2,1 Handset + 1 Base; ,D712,1 Handset + 1 Base; ,D713,1 Handset + 1 Base; ,D714,1 Handset + 1 Base",Analog,Cordless,0,None,0.5,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,09/16/2015,"United States, Canada",ES_1067513_D714_09212015104851_3540002
2248384,"VTech Telecommunications, Ltd.",Clarity,E814CC,E814CC,",E712,1 Base; ,E712CC,1 Base; ,E713,1 Base; ,E713CC,1 Base; ,E714:E814,1 Base; ,E714CC,1 Base; ,E814CC,1 Base",Analog,Corded,1,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/27/2011,09/16/2015,"United States, Canada",ES_1067513_E814CC_09212015104257_3961755
2282518,"VTech Telecommunications, Ltd.",Clarity,XLC2+,XLC2+,,Analog,Cordless,0,Other,1.2,0,N/A,Other,None,0,0,0,0,,N/A,Optional,08/15/2016,10/27/2016,"United States, Canada",ES_1067513_XLC2+_10252016175128_2827417
2283116,"VTech Telecommunications, Ltd.",Clarity,XLC3.4+,XLC3.4+,",C4220+,1 Base + 1 Handset; ,XLC3.4+,1 Base + 1 Handset; ,XLC4,1 Base + 1 Handset; ,XLC4-C,1 Base + 1 Handset",Analog,Cordless,0,Other,1.2,0,N/A,Other,None,0,0,0,0,,N/A,Optional,08/11/2016,11/20/2017,"United States, Canada",ES_1067513_XLC3.4+_10272016113231_2149316
2305367,"VTech Telecommunications, Ltd.",Clarity,XLC7BT,XLC7BT,,Analog,Cordless,1,Other,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Optional,08/18/2017,10/19/2017,"United States, Canada",ES_1067513_XLC7BT_10172017175824_4936944
2283111,"VTech Telecommunications, Ltd.",Clarity,XLC7 HS,XLC7 HS,",XLC3.6+ HS,1 Handset + 1 Charger; ,XLC7 HS,1 Handset + 1 Charger",Analog,Additional Handset,0,Other,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/11/2016,10/25/2016,"United States, Canada",ES_1067513_XLC3.6+ HS_10272016145204_9399530
2282202,"VTech Telecommunications, Ltd.",Motorola,CS5108,CS5108,",CS510*-#*,; ,CS5108,1 handset + 1 charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/01/2016,10/25/2016,"United States, Canada",ES_1067513_CS5108_10242016144241_5829431
2302151,"VTech Telecommunications, Ltd.",Motorola,RT8,RT8,",RT8##,1 handset + 1 charger; ,RT8#*,1 handset + 1 charger; ,RT8*#,1 handset + 1 charger; ,RT8**,1 handset + 1 charger; ,RT8,1 handset + 1 charger; ,RT81,1 handset + 1 charger",Analog,Additional Handset,0,None,0.23,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/15/2017,08/16/2017,United States,ES_1067513_RT8_08152017182458_1216699
2302149,"VTech Telecommunications, Ltd.",Motorola,RT802,RT802,",RT8###,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8##*,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8##XT##,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT8##XT#*,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT8*##,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8*#*,# RT HS + 1 BS (W/ ITAD) + (#-1) RT chargers; ,RT8*#XT##,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT8*#XT#*,(1st # -2nd #) RT HS + 1 BS (W/ ITAD) + (1st # -2nd #-1) RT chargers + 2nd #XT HS + 2nd *# XT charger; ,RT802,2 RT HS + 1 BS (W/ ITAD) + 1 RT charger; ,RT803,3 RT HS + 1 BS (W/ ITAD) + 2 RT chargers; ,RT803XT,2 RT HS + 1 BS (W/ ITAD) + 1 RT charger + 1 XT HS + 1 XT charger; ,RT804,4 RT HS + 1 BS (W/ ITAD) + 3 RT chargers; ,RT804XT,3 RT HS + 1 BS (W/ ITAD) + 2 RT chargers + 1 XT HS + 1 XT charger; ,RT805XT,4 RT HS + 1 BS (W/ ITAD) + 3 RT chargers + 1 XT HS + 1 XT charger; ,RT824XT,3 RT HS + 1 BS (W/ ITAD) + 2 RT chargers + 1 XT HS + 1 XT charger",Analog,Cordless,0,Other,1,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,08/15/2017,08/16/2017,United States,ES_1067513_RT802_08152017105525_5448724
2291928,"VTech Telecommunications, Ltd.",Motorola,XT8,XT8,",XT8##,1 handset + 1 charger; ,XT8#*,1 handset + 1 charger; ,XT8*#,1 handset + 1 charger; ,XT8**,1 handset + 1 charger; ,XT8,1 handset + 1 charger; ,XT81,1 handset + 1 charger",Analog,Additional Handset,0,Other,0.2,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,08/12/2017,02/27/2017,"United States, Canada",ES_1067513_XT8_02242017164744_8622857
2292282,"VTech Telecommunications, Ltd.",motorola;Vtech,XT801,XT801,",DS616#-##,# Handsets + 1 Base + (# - 1)chargers; ,DS616#-#*,# Handsets + 1 Base + (# - 1)chargers; ,DS616*-##,# Handsets + 1 Base + (# - 1)chargers; ,DS616*-#*,# Handsets + 1 Base + (# - 1)chargers; ,DS6161,1 handset + 1 base; ,XT8###,# Handsets + 1 Base + (# - 1)chargers; ,XT8##*,# Handsets + 1 Base + (# - 1)chargers; ,XT8*##,# Handsets + 1 Base + (# - 1)chargers; ,XT8*#*,# Handsets + 1 Base + (# - 1)chargers; ,XT801,1 Handset + 1 Base; ,XT802,2 Handsets + 1 Base + 1 Charger; ,XT803,3 Handsets + 1 Base + 2 Chargers; ,XT804,4 Handsets + 1 Base + 3 Chargers; ,XT811,1 Handset + 1 Base; ,XT821,1 Handset + 1 Base; ,XT822,2 Handsets + 1 Base + 1 Charger; ,XT831,1 Handset + 1 Base",Analog,Cordless,1,Other,0.8,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,02/01/2017,02/27/2017,"United States, Canada",ES_1067513_XT801_02242017164248_8057367
2310822,"VTech Telecommunications, Ltd.",VTECH,C5400,C5400,",C5011,Charger unit; ,C5400,Cordless Handset (1 line); ,C5500,Cordless Handset (2 line)",Voice over Internet Protocol (VoIP),Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/25/2018,02/11/2018,"United States, Canada",ES_1067513_C5400_02072018114736_2881433
2234360,"VTech Telecommunications, Ltd.",VTECH,CM18045,CM18045,",CM18045,1 Handset + 1 charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/24/2015,02/24/2015,"United States, Canada",ES_1067513_CM18045_02252015122907_4311639
2257925,"VTech Telecommunications, Ltd.",VTECH,CS5109,CS5109,",CS5109,1 Handset+1 Charger; ,CS5109-15,1 Handset+1 Charger; ,CS5109-16,1 Handset+1 Charger; ,CS510Z-XY,X Handset(s)+1Charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/04/2016,02/05/2016,"United States, Canada",ES_1067513_CS5109_01292016150528_3381769
2257923,"VTech Telecommunications, Ltd.",VTECH,CS5119-2,CS5119-2,",CS5119,1 Handset+1 Base; ,CS5119-15,1 Handset+1 Base; ,CS5119-16,1 Handset+1 Base; ,CS5119-2,1 Handset+1 Base; ,CS511Z-XY,X Handset(s)+1 Base+(X-1) Charger(s)",Analog,Cordless,1,None,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/04/2016,02/05/2016,"United States, Canada",ES_1067513_CS5119-2_01292016145928_5199090
2257924,"VTech Telecommunications, Ltd.",VTECH,CS5129-2,CS5129-2,",CS5129,1 Handset+1 Base; ,CS5129-15,1 Handset+1 Base; ,CS5129-16,1 Handset+1 Base; ,CS5129-2,1 Handset+1 Base; ,CS5129-25,2 Handsets+1 Base+1 Charger; ,CS5129-26,2 Handsets+1 Base+1 Charger; ,CS5129-3,3 Handsets+1 Base+2 Chargers; ,CS5129-4,4 Handsets+1 Base+3 Chargers; ,CS5129-5,5 Handsets+1 Base+4 Chargers; ,CS512Z-XY,X Handset(s)+1 Base+(X-1) Charger(s)",Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/04/2016,02/05/2016,"United States, Canada",ES_1067513_CS5129-2_01292016150318_3924524
2282203,"VTech Telecommunications, Ltd.",VTECH,CS5158-3,CS5158-3,",CS515*-#*,; ,CS5158-3,# handsets + 1 base + (#-1) chargers",Analog,Cordless,1,None,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/01/2016,10/25/2016,"United States, Canada",ES_1067513_CS5158-3_10242016103245_2864343
2231875,"VTech Telecommunications, Ltd.",VTECH,CS6109,CS6109,",CS6109,1 Handset + 1 Charger; ,CS610Z-XY,X Handset(s) + X Charger(s)",Analog,Additional Handset,0,None,0.26,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/24/2014,01/20/2015,"United States, Canada",ES_1067513_CS6109_01052015165539_7697870
