ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Additional Washer Features,Intended Market,Volume (cu. ft.),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2310392,Maytag,MHW8150E**,,883049391021,Front Load,"Other,Delayed Start",Residential,4.5,2.76,1.84,79,3.2,4.7,4239,No,,,,Yes,"ES_22856_MED8150EC*_04282016181030_7030145,ES_22856_MED8150EW*_04282016181045_7045337",06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW8150E**_04262016181423_4463458,No
2310293,Maytag,MHW8200F**,",MHW8200FC,; ,MHW8200FW,",883049385136,Front Load,"Other,Delayed Start",Residential,4.5,2.92,1.84,89,3.2,4.7,4210,No,,,,Yes,ES_22856_MED8200FW*_04282016181916_7556540,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MHW8200F**_04262016182005_4805023,No
2331772,Maytag,MHW8630H**,,883049456973,Front Load,"Anti-Wrinkle,Other,Sanitize Option,Delayed Start,Steam Cycle",Residential,5,2.76,1.84,159,3.2,4.7,4720,Yes,Wi-Fi,Other,No,Yes," ES_1129244_MGD8630H**_10142018213503_2903417,ES_1129244_MED8630H**_10142018215052_3852507",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW8630H**_10142018185059_3059240,No
2310390,Maytag,MVWB755D**,,883049330808,Top Load,Other,Residential,4.8,2.06,1.29,160,4.3,8.4,6076,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB755D*+_04262016194546_9946538,No
2310403,Maytag,MVWB835D**,,883049335490,Top Load,Other,Residential,5.3,2.06,1.29,187,4.3,8.4,6698,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB835D**_02092018160848_2528348,No
2310409,Maytag,MVWB855D**,,883049330778,Top Load,Other,Residential,5.3,2.06,1.29,187,4.3,8.4,6698,No,,,,Yes,ES_22856_MEDB855D*+_04282016182853_8133719,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB855D*+_04262016195130_0290983,No
2310412,Maytag,MVWB865F**,,883049402727,Top Load,"Other,Delayed Start",Residential,5.3,2.06,1.29,198,4.3,8.4,6698,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB865F**_04262016195322_0402700,No
2310288,Maytag,MVWB955F**,,883049362120,Top Load,"Other,Steam Cycle",Residential,6.2,2.38,1.29,197,3.7,8.4,6735,No,,,,Yes," ES_22856_MEDB955FW*_10272016170521_7921256,ES_22856_MGDB955FW*_10272016172601_9161671,ES_22856_MEDB955FC*_10272016163804_6284667, ES_22856_MEDB955FS*_10272016164112_6472963, ES_22856_MGDB955FC*_10272016172204_8924063, ES_22856_MGDB955FS*_10272016172337_9017668",06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB955F**_08222016220340_3420991,No
2309397,Maytag,MVWB965H**,,883049483146,Top Load,"Steam Cycle,Sanitize Option",Residential,6,2.06,1.29,311,4.3,8.4,7636,No,,,,,,04/01/2018,12/18/2017,"United States, Canada",ES_15649_MVWB965H**_01222018172256_1776074,No
2330886,Miele,WWB020,,4002516117605,Front Load,"Anti-Wrinkle,Gentle Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.24,1.84,116,3.7,4.7,2467,No,,,,Yes,ES_0031629_TWB120 WP_09052018023030_70196998,01/01/2019,12/06/2018,"United States, Canada",ES_0031629_WWB020_12062018124521_70208967,No
2309345,Miele,WWF060,,4002515830444,Front Load,"Anti-Wrinkle,Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.13,1.84,116,3.7,4.7,2467,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWF060_11252017012640_70163416,No
2309344,Miele,WWH660,,4002515830451,Front Load,"Anti-Wrinkle,Gentle Cycle,Other,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.13,1.84,116,3.7,4.7,2467,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWH660_11252017012640_70163416,No
2309343,Miele,WWH860,,4002515830468,Front Load,"Anti-Wrinkle,Gentle Cycle,Other,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.3,2.13,1.84,116,3.7,4.7,2467,No,,,,Yes,ES_1141072_TWF160 WP_12222017121317_70168085,01/01/2018,11/25/2017,"United States, Canada",ES_31629_WWH860_11252017012640_70163416,No
2310449,Samsung,WA45H70**A*,,887276857930,Top Load,Other,Residential,4.5,2.06,1.29,131,3.8,8.4,5011,No,,,,No,,04/15/2015,03/03/2015,"United States, Canada",ES_1023593_WA45H70**A*_02092018060252_70172127,No
2310450,Samsung,WA45H72**A*,,87276857954,Top Load,Other,Residential,4.3,2.06,1.29,131,4,8.4,5050,No,,,,No,,04/22/2015,04/22/2015,Canada,ES_1023593_WA45H72**A*_02092018060252_70172127,No
2310454,Samsung,WA45K71**A*,,887276126890,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,01/23/2016,01/08/2016,"United States, Canada",ES_1023593_WA45K71**A*_02092018060252_70172127,No
2310453,Samsung,WA45K76**A*,,887276126913,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,01/23/2016,01/08/2016,"United States, Canada",ES_1023593_WA45K76**A*_02092018060252_70172127,No
2310458,Samsung,WA45M70**A*,,8872761963984,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,01/01/2017,11/23/2016,"United States, Canada",ES_1023593_WA45M70**A*_02092018060252_70172127,No
2320117,Samsung,WA45N71**A*,,887276274997,Top Load,Other,Residential,4.5,2.06,1.29,125,4.3,8.4,5708,No,,,,No,,06/11/2018,04/25/2018,"United States, Canada",ES_1023593_WA45N71**A*_05152018080324_70181753,No
2310438,Samsung,WA48H74**A*,,887276028286,Top Load,Other,Residential,4.8,2.21,1.29,145,3.9,8.4,5476,No,,,,No,,09/15/2014,08/01/2014,"United States, Canada",ES_1023593_WA48H74**A*_02092018060252_70172127,No
2310442,Samsung,WA48J770*A*,,887276095851,Top Load,Other,Residential,4.8,2.29,1.29,129,3.9,8.4,5476,No,,,,No,,03/15/2015,02/11/2015,United States,ES_1023593_WA48J770*A*_02092018060252_70172127,No
2310443,Samsung,WA48J777*A*,,887276095875,Top Load,Other,Residential,4.8,2.29,1.29,129,3.9,8.4,5476,No,,,,No,,03/15/2015,02/11/2015,United States,ES_1023593_WA48J777*A*_02092018060252_70172127,No
2310451,Samsung,WA50K86**A*,,887276126920,Top Load,Other,Residential,5,2.38,1.29,120,3.7,8.4,5458,No,,,,No,,12/20/2015,11/30/2015,"United States, Canada",ES_1023593_WA50K86**A*_02092018060252_70172127,No
2310461,Samsung,WA50M74**A*,,887276196411,Top Load,Other,Residential,5,2.06,1.29,125,4.3,8.4,6343,No,,,,No,,02/12/2017,12/27/2016,"United States, Canada",ES_1023593_WA50M74**A*_02092018060252_70172127,No
2320118,Samsung,WA50N73**A*,,887276275000,Top Load,Other,Residential,5,2.06,1.29,125,4.3,8.4,6343,No,,,,No,,05/28/2018,04/25/2018,"United States, Canada",ES_1023593_WA50N73**A*_05152018080324_70181753,No
2333512,Samsung,WA50R52**A*,,887276300528,Top Load,Other,Residential,5,2.06,1.29,120,4.3,8.4,6343,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R52**A*_02042019013708_70211759,No
2333511,Samsung,WA50R54**A*,,887276300542,Top Load,Other,Residential,5,2.06,1.29,120,4.3,8.4,6343,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R54**A*_02042019013708_70211759,No
2310440,Samsung,WA52J806*A*,,887276074399,Top Load,Other,Residential,5.2,2.38,1.29,110,3.7,8.4,5632,No,,,,Yes,"ES_1023593_DV52J806*E*_01102015074101_70019623, ES_1023593_DV52J806*G*_01102015074124_70019625",02/15/2015,01/07/2015,United States,ES_1023593_WA52J806*A*_02092018060252_70172127,No
2310441,Samsung,WA52J870*A*,,887276095882,Top Load,Other,Residential,5.2,2.28,1.29,165,3.8,8.4,5784,No,,,,Yes,"ES_1023593_DV52J870*E*_01102015074101_70019623, ES_1023593_DV52J870*G*_01102015074124_70019625",03/30/2015,02/03/2015,"United States, Canada",ES_1023593_WA52J870*A*_02092018060252_70172127,No
2310462,Samsung,WA52M77**A*,,887276196428,Top Load,Other,Residential,5.2,2.06,1.29,165,4.3,8.4,6596,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA52M77**A*_02092018060252_70172127,No
2310463,Samsung,WA52M86**A*,,887276196442,Top Load,Other,Residential,5.2,2.06,1.29,125,4.3,8.4,6596,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA52M86**A*_02092018060252_70172127,No
2310464,Samsung,WA54M87**A*,,887276196466,Top Load,Other,Residential,5.4,2.06,1.29,165,4.3,8.4,6850,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA54M87**A*_02092018060252_70172127,No
2310448,Samsung,WA56H90**A*,,887276963518,Top Load,Other,Residential,5.6,2.3,1.29,194,4.2,8.4,6889,No,,,,No,,04/15/2015,03/03/2015,"United States, Canada",ES_1023593_WA56H90**A*_02092018060252_70172127,No
2310444,Samsung,WF42H50**A*,,887276962887,Front Load,Other,Residential,4.2,2.8,1.84,85,3.2,4.7,3927,No,,,,No,,04/01/2015,02/16/2015,"United States, Canada",ES_1023593_WF42H50**A*_02092018060252_70172127,No
2310445,Samsung,WF45H61**A*,,887276963013,Front Load,None,Residential,4.5,2.76,1.84,118,3.2,4.7,4220,No,,,,No,,04/01/2015,02/16/2015,"United States, Canada",ES_1023593_WF45H61**A*_02092018060252_70172127,No
2310446,Samsung,WF45H63**A*,,887276963020,Front Load,Other,Residential,4.5,2.8,1.84,110,3,4.7,3956,No,,,,No,,04/01/2015,02/16/2015,"United States, Canada",ES_1023593_WF45H63**A*_02092018060252_70172127,No
2310455,Samsung,WF45K62**A*,,887276138114,Front Load,Other,Residential,4.5,2.92,1.84,75,2.9,4.7,3850,No,,,,No,,02/07/2016,01/13/2016,"United States, Canada",ES_1023593_WF45K62**A*_02092018060252_70172127,Yes
2310456,Samsung,WF45K65**A*,,887276138121,Front Load,Other,Residential,4.5,2.8,1.84,100,3,4.7,3983,No,,,,No,,02/07/2016,01/13/2016,"United States, Canada",ES_1023593_WF45K65**A*_02092018060252_70172127,No
2310459,Samsung,WF45M51**A*,,887276195346,Front Load,Other,Residential,4.5,3,1.84,80,2.9,4.7,3850,No,,,,No,,01/01/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M51**A*_02092018060252_70172127,Yes
2310460,Samsung,WF45M55**A*,,887276195360,Front Load,Other,Residential,4.5,2.92,1.84,105,2.9,4.7,3850,No,,,,No,,01/01/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M55**A*_02092018060252_70172127,Yes
2306851,Samsung,WF45N53**A*,,887276250953,Front Load,None,Residential,4.5,3,1.84,80,2.9,4.7,3850,No,,,,,,03/01/2018,11/16/2017,"United States, Canada",ES_1023593_WF45N53**A*_11282017023906_6666666_,Yes
2308752,Samsung,WF45N63**A*,,887276256320,Front Load,Steam Cycle,Residential,4.5,2.92,1.84,100,3,4.7,3983,No,,,,Yes,ES_1023593_DVE45N63***_01012018101524_70167291,02/01/2018,12/22/2017,"United States, Canada",ES_1023593_WF45N63**A*_01072018114041_70168206,Yes
2333514,Samsung,WF45R61**A*,,887276299464,Front Load,"Other,Steam Cycle",Residential,4.5,2.92,1.84,95,2.9,4.7,3850,No,,,,No,,02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R61**A*_02042019013708_70211758,Yes
2333513,Samsung,WF45R63**A*,,887276299488,Front Load,"Other,Steam Cycle",Residential,4.5,2.92,1.84,95,2.9,4.7,3850,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R63**A*_02042019013708_70211758,Yes
2310457,Samsung,WF50K75**A*,,887276135564,Front Load,Other,Residential,5,2.92,1.84,105,2.9,4.7,4278,No,,,,No,,02/14/2016,01/25/2016,"United States, Canada",ES_1023593_WF50K75**A*_02092018060252_70172127,Yes
2310447,Samsung,WF56H91**A*,,887276963105,Front Load,Other,Residential,5.6,3.1,1.84,135,2.7,4.7,4429,No,,,,No,,04/01/2015,02/16/2015,"United States, Canada",ES_1023593_WF56H91**A*_02092018060252_70172127,Yes
2310439,Samsung,WF56H91**C*,,887276028286,Front Load,Other,Residential,5.6,2.8,1.84,130,2.8,4.7,4593,No,,,,No,,10/15/2014,09/25/2014,"United States, Canada",ES_1023593_WF56H91**C*_02092018060252_70172127,No
2300867,Samsung,WV55M96**A***,,887276196923,Front Load,"Anti-Wrinkle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle,Supplementary Wash System",Residential,4.5,2.92,1.84,105,2.9,4.7,3850,No,,,,No,,01/23/2017,05/26/2017,"United States, Canada",ES_1023593_WV55M96**A***_07192017085024_70137562,Yes
